task,variant,fold,checkpoint,sha256
OpenBMI_MI,B1_SAME_SCALE_63,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold3/selected.pt,ee49dd726605960c4f7cc74cf9550d318a6dd0801b255ad416fae6ac4b7dbd42
OpenBMI_MI,B2_SCALE_COLLAPSE,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B2_SCALE_COLLAPSE/fold3/selected.pt,cdf8b5c9d0c01a8e080428333d0ef9a7e1f1468645e1de0bba44004aec2b3e46
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,3dc7716f5239d82e8a3e596124329efa36a2900a7e93e3e56b88a23c9e6384f1
OpenBMI_MI,B4_ONE_STAGE_BACKEND,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B4_ONE_STAGE_BACKEND/fold3/selected.pt,672f898b98e480520a05ac5e11d71ea1a66b64bc886cc37fb5807c798b65fa2c
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed0_litebn/selected_best.pt,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63
OpenBMI_MI,B1_SAME_SCALE_63,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold4/selected.pt,dc596015a689eacc0ff8cb78e801f8fd3e675df71dcb7eb1921fd15322f903ae
OpenBMI_MI,B2_SCALE_COLLAPSE,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B2_SCALE_COLLAPSE/fold4/selected.pt,789b7ec0a35f00af8db724a123d98edb15ba368c3e0959c81117c58d7fdcda7f
OpenBMI_MI,B3_SINGLE_SPATIAL_BASIS,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,f161fd6a3e4539d75132f54a962935549062c4c1690759777997dae8f1d09460
OpenBMI_MI,B4_ONE_STAGE_BACKEND,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B4_ONE_STAGE_BACKEND/fold4/selected.pt,50ab3683ae7282c95645a2351b881961bfcccee02d9674897c7f7196245ac448
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
OpenBMI_ERP,B1_SAME_SCALE_63,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold0/selected.pt,7b82685b20cc3accd8863b7d15c295dd5f9773f48f03fa2bb1d8cf4ca232b6ba
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold0/selected.pt,801528b7e8a4a774af234b95f18a487b076e68ba4c710e7356f7f4999f48fe99
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold0/selected.pt,3b532bcc1a5e738c158bded60b28ee8466b389f6a2b3812224da7d70772fc5af
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold0/selected.pt,7e2b0a5aadaaf9c164a3aa2a81901b6a61da75ef6632699b8c6872e080226f54
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
OpenBMI_ERP,B1_SAME_SCALE_63,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold1/selected.pt,47aaba8020ac6ee096e95ca32365a8e67cc570d2935a908ea8cb47508f86ec76
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold1/selected.pt,249ebb44511cb143647eb41c85c9d3c488b34d31da8070742ce98d0e4e83475c
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold1/selected.pt,d6ca6afb61bba46e5575f8a8e362041328a4921f0814e13778bf676899e3e46c
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold1/selected.pt,48105fad30f83318582d4d19d0464f99307b0af745cedbbd19f2e320167e4c49
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6
OpenBMI_ERP,B1_SAME_SCALE_63,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold2/selected.pt,9d7b1a9673674fee8f9d7c79b10b1a5bea78324f01e9ea6259354ff4e735e50a
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold2/selected.pt,4d5801a2b35447363ae0040d66d1c726e824278c2fb387cbac60cfc19541d29e
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold2/selected.pt,88a392fa36ab383db02fc29b7acf01e23c09a89db57970ed17491485d4ff9029
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold2/selected.pt,cf6876d29d97127c647434e7f384e994b0ce3c9345d121d22d50d199ce196247
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed0_litebn/selected_best.pt,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6
OpenBMI_ERP,B1_SAME_SCALE_63,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold3/selected.pt,b2d97ca63a9ef94b44c0f8aadd76e4f671cfd754f6216eaa7c81d63341677e77
OpenBMI_ERP,B2_SCALE_COLLAPSE,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold3/selected.pt,07ca58f493b8dc977e65e3fe3608e808b0cc0f4f73f0834d770e6ed9d2e5b615
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,ce8be1a029a9c18764f2c8daf463483bcd453d5fa2d7f26aab35ab1905829b0c
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold3/selected.pt,5263ef6f99519e464e7cb9f112e0f795aa4d2df0a745dcd74f3e754e84e9650b
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed0_litebn/selected_best.pt,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b
OpenBMI_ERP,B1_SAME_SCALE_63,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B1_SAME_SCALE_63/fold4/selected.pt,8442a3ac1d9055c2a2d5f85c3f1b9495ed30fb98564563b8de945e1ab24635ab
OpenBMI_ERP,B2_SCALE_COLLAPSE,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B2_SCALE_COLLAPSE/fold4/selected.pt,58e2b3f143d8f98ec6a223174a9125d2b7f86f05d6efd73bd3e2a4f5dca29a8b
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,a1e4733b79bd5741d7252e0cbb34beec90a01f1ea6ad045c1e5b89d353373091
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_ERP/B4_ONE_STAGE_BACKEND/fold4/selected.pt,1a02fe7b2ac6db10c699bebb87e43d986f190c2e90316b0bb3e466a824c141ee
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed0_litebn/selected_best.pt,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2
OpenBMI_SSVEP,B1_SAME_SCALE_63,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold0/selected.pt,89ab99801503da8316ef7d047e8b20b2412de7f856bcb632eaadac2e219e0591
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold0/selected.pt,48642c7f3e60dae3e9ce1afeeb1c7a7667f4e9f0ed55a97fd428df1d29a674ca
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold0/selected.pt,faea0515c8fb4af36db4d93485a0fbdd4dcb5e0a8cddc527d089f183c1e46206
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold0/selected.pt,ffe385be2a2f4a01fb48d83e5eae6264028fe17b976b3fe87699c7ab0661294e
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed0_litebn/selected_best.pt,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91
OpenBMI_SSVEP,B1_SAME_SCALE_63,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold1/selected.pt,aa937c5fc13b3dbc5437ed88f067783dac16ca81ad3392549d90f14ae61bfa28
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold1/selected.pt,69d93cfc198115f7251ece9fb421843211f4b2ae011384dbdc378a27a83baa1a
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold1/selected.pt,d66a95854b78fd5ff2f0bee813e209d7337a0718fefa0b917ba03559aff8431d
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold1/selected.pt,83f57f3cd5d5f8b8625a5b21a65c831f270253a0ab064cf907e5cbf266235660
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed0_litebn/selected_best.pt,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8
OpenBMI_SSVEP,B1_SAME_SCALE_63,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold2/selected.pt,b4a8e315d6eac3c8080949222c780416bfc800d4decd77a4d10e4cd3e3e2d90a
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold2/selected.pt,7a5a309d11ab620eac16a03892e37d1e4f219e1b183ff600ad15eb2f56de0506
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold2/selected.pt,3851e1d71f3ce0eaecc98fdef75fb04a8bf0d6a1f1585c12de25b86d0b6a4e1a
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold2/selected.pt,f2fc48960acf656f4ac0a8257fe2d1e8886ea414d3e879b503e6800ec4c4c49e
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,3,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed0_litebn/selected_best.pt,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0
OpenBMI_SSVEP,B1_SAME_SCALE_63,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold3/selected.pt,4ae91ca556428585f223b801e222139981fd334ff74fc544f3d0b2491523491e
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold3/selected.pt,32edc013cfec844e7b708ecd7c1d3032eaa22679b3f79375de72a717cbeff61d
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,01ff99fd95e1f67016f10a433799053c0daf9dbe8e22a28e064a60f0748a7f11
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold3/selected.pt,58a418ff42e26462291f24d59464fb4c28616fd3b73247c5e7c8993c758f5071
OpenBMI_SSVEP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed0_litebn/selected_best.pt,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273
OpenBMI_SSVEP,B1_SAME_SCALE_63,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B1_SAME_SCALE_63/fold4/selected.pt,26cefc20a58cdb1bebb9c5fe92bf70496d19eec55adc65e0b87f9d6f07bae081
OpenBMI_SSVEP,B2_SCALE_COLLAPSE,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B2_SCALE_COLLAPSE/fold4/selected.pt,57b7d7d968d23be3c3565c33d9bdf7c52b09f7f5babeffb0a206995f93e0b8a8
OpenBMI_SSVEP,B3_SINGLE_SPATIAL_BASIS,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,f69b0b24268a3869561c50ac1fbfdce61caa087b139a1761fded856bd7d8a199
OpenBMI_SSVEP,B4_ONE_STAGE_BACKEND,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_SSVEP/B4_ONE_STAGE_BACKEND/fold4/selected.pt,22dc5cc8b2a040e9423b8932ceabfb35c695711d47a05abe10ab4c21da99cdb5
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed0_litebn/selected_best.pt,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267
WBCIC_MI,B1_SAME_SCALE_63,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold0/selected.pt,e101dfbc59ff38aad2f64f8a22805bf8a4ac167ff86a3e267f10b7c4ec5f66c2
WBCIC_MI,B2_SCALE_COLLAPSE,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold0/selected.pt,66922aed96cf42a5bf38b775cfe86f5fe4a64d90a59b2f3c6e1f171e7be97e0d
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold0/selected.pt,5cb11cfca3b005f1562188b9ff1d85f42ccfc6726157bbda230df5d4e14ecae9
WBCIC_MI,B4_ONE_STAGE_BACKEND,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold0/selected.pt,50562d7fbd346c7eb82cb05af863e9faca810437280cfa5e405c456ee80c1bd0
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed0_litebn/selected_best.pt,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f
WBCIC_MI,B1_SAME_SCALE_63,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold1/selected.pt,da53007c1f9c740a7b67e485afb5f0f51d849891261a206c9cf3be0106d7277a
