benchmark,family_id,method_id,subjects,mean_subject_BA,mean_subject_NLL,Delta_BA,positive_subject_fraction,nonnegative_subject_fraction,harmful_subject_fraction,worst_subject_delta,p10_subject_delta,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E3_BLEND50,12,0.8058333333333332,0.4056799157813689,-0.0079166666666666,0.5833333333333334,0.5833333333333334,0.4166666666666667,-0.135,-0.029,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,12,0.8004166666666667,0.398191976286696,-0.0133333333333333,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.1099999999999999,-0.0469999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,18,0.838888888888889,0.4019014185834396,-0.0127777777777777,0.3333333333333333,0.4444444444444444,0.5555555555555556,-0.0899999999999999,-0.043,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,18,0.8383333333333334,0.4075541889589874,-0.0133333333333333,0.2777777777777778,0.5,0.5,-0.0899999999999999,-0.043,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E3_BLEND50,18,0.8377777777777777,0.4056598533538686,-0.0138888888888888,0.2777777777777778,0.4444444444444444,0.5555555555555556,-0.1099999999999999,-0.043,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E0_BLEND50,18,0.8372222222222221,0.3941292972141674,-0.0144444444444444,0.2222222222222222,0.3888888888888889,0.6111111111111112,-0.12,-0.04,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,12,0.8120833333333333,0.3780744102635857,-0.0016666666666666,0.25,0.6666666666666666,0.3333333333333333,-0.025,-0.0195,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,12,0.8108333333333334,0.3783984443546446,-0.0029166666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.025,-0.0195,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,12,0.8104166666666667,0.3765326491384615,-0.0033333333333333,0.25,0.5,0.5,-0.0200000000000001,-0.0150000000000001,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,12,0.8095833333333332,0.3775159983186111,-0.0041666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.025,-0.0195000000000001,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,18,0.8488888888888888,0.3664140642413229,-0.0027777777777777,0.3888888888888889,0.5,0.5,-0.05,-0.0199999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,18,0.8483333333333334,0.3667066043777186,-0.0033333333333333,0.3333333333333333,0.4444444444444444,0.5555555555555556,-0.0299999999999999,-0.0199999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,18,0.8477777777777777,0.3655415259510163,-0.0038888888888888,0.3333333333333333,0.6111111111111112,0.3888888888888889,-0.06,-0.0259999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,18,0.8472222222222221,0.3674926814259877,-0.0044444444444444,0.3333333333333333,0.3888888888888889,0.6111111111111112,-0.0499999999999999,-0.0329999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,12,0.8133333333333334,0.3787022526327255,-0.0004166666666666,0.3333333333333333,0.75,0.25,-0.02,-0.0095,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__HEAD_RESIDUAL50,12,0.8116666666666665,0.3859088627215781,-0.0020833333333333,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.02,-0.01,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,12,0.8116666666666665,0.3795471176956866,-0.0020833333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.0249999999999999,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__TAIL_RESIDUAL50,12,0.8087499999999999,0.385905810035943,-0.0049999999999999,0.1666666666666666,0.5,0.5,-0.03,-0.0145,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,18,0.8588888888888889,0.3302018147033114,0.0072222222222222,0.6111111111111112,0.7222222222222222,0.2777777777777778,-0.0399999999999999,-0.013,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_RESIDUAL50,18,0.8561111111111112,0.3391482499170899,0.0044444444444444,0.5555555555555556,0.7777777777777778,0.2222222222222222,-0.05,-0.0159999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,18,0.8555555555555556,0.3349976175364824,0.0038888888888888,0.4444444444444444,0.7222222222222222,0.2777777777777778,-0.0499999999999999,-0.0259999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__HEAD_LONG_RESIDUAL50,18,0.8544444444444445,0.3402442557924728,0.0027777777777777,0.4444444444444444,0.7222222222222222,0.2777777777777778,-0.04,-0.013,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_RESIDUAL50,18,0.8538888888888888,0.3381955302837455,0.0022222222222222,0.3888888888888889,0.7222222222222222,0.2777777777777778,-0.04,-0.013,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__FULL_SLOW_RESIDUAL50,18,0.8527777777777777,0.3450481745699285,0.0011111111111111,0.4444444444444444,0.7777777777777778,0.2222222222222222,-0.05,-0.0129999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,18,0.8516666666666668,0.3433981073249637,6.167905692361981e-18,0.2222222222222222,0.7777777777777778,0.2222222222222222,-0.02,-0.0099999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,12,0.8141666666666666,0.3797100244179094,0.0004166666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.03,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,12,0.8108333333333332,0.3801756196523713,-0.0029166666666666,0.3333333333333333,0.5,0.5,-0.03,-0.024,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,12,0.8075,0.380981205757309,-0.0062499999999999,0.1666666666666666,0.5833333333333334,0.4166666666666667,-0.035,-0.02,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,12,0.8045833333333334,0.3809560960026102,-0.0091666666666666,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.045,-0.0339999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E2_BLEND50,12,0.8062499999999999,0.386795556008173,-0.0075,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.055,-0.0295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E0_BLEND50,12,0.8041666666666667,0.3857776879135612,-0.0095833333333333,0.1666666666666666,0.25,0.75,-0.0349999999999999,-0.029,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,12,0.8041666666666667,0.3878437578872951,-0.0095833333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.08,-0.0345,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E1_BLEND50,12,0.80375,0.3871027995259337,-0.0099999999999999,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0799999999999999,-0.0244999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,18,0.8566666666666667,0.3304555332501917,0.005,0.5,0.6666666666666666,0.3333333333333333,-0.0199999999999999,-0.01,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,18,0.8555555555555555,0.3325506585968982,0.0038888888888888,0.4444444444444444,0.5555555555555556,0.4444444444444444,-0.0299999999999999,-0.013,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,18,0.8555555555555555,0.3376547970193091,0.0038888888888888,0.4444444444444444,0.6111111111111112,0.3888888888888889,-0.02,-0.02,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,18,0.8511111111111112,0.3457522086667066,-0.0005555555555555,0.2777777777777778,0.3888888888888889,0.6111111111111112,-0.03,-0.0229999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E2_BLEND50,18,0.846111111111111,0.343704734050586,-0.0055555555555555,0.4444444444444444,0.5,0.5,-0.1699999999999999,-0.0389999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E0_BLEND50,18,0.8438888888888889,0.3592463865822574,-0.0077777777777777,0.3333333333333333,0.5,0.5,-0.0699999999999999,-0.0499999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,18,0.8433333333333333,0.3545001288201426,-0.0083333333333333,0.5,0.5555555555555556,0.4444444444444444,-0.2199999999999999,-0.0589999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E1_BLEND50,18,0.8366666666666666,0.3630643506431547,-0.0149999999999999,0.1666666666666666,0.2222222222222222,0.7777777777777778,-0.0699999999999999,-0.0529999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,12,0.8141666666666666,0.3810583085101279,0.0004166666666666,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.0399999999999999,-0.024,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E1_RESIDUAL50,12,0.8129166666666667,0.3827545374249234,-0.0008333333333333,0.25,0.3333333333333333,0.6666666666666666,-0.0399999999999999,-0.0195,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,12,0.8116666666666665,0.3821919147194733,-0.0020833333333333,0.25,0.3333333333333333,0.6666666666666666,-0.0449999999999999,-0.0295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,12,0.8037499999999999,0.3826223018556935,-0.01,0.25,0.3333333333333333,0.6666666666666666,-0.045,-0.0395,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,18,0.8583333333333334,0.3476489553391342,0.0066666666666666,0.5,0.6111111111111112,0.3888888888888889,-0.0399999999999999,-0.0189999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,18,0.8561111111111109,0.3472917176377474,0.0044444444444444,0.4444444444444444,0.5,0.5,-0.0299999999999999,-0.02,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,18,0.8516666666666666,0.353536912478786,6.167905692361981e-18,0.3888888888888889,0.4444444444444444,0.5555555555555556,-0.0799999999999999,-0.0299999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E1_RESIDUAL50,18,0.8511111111111109,0.3589027332670049,-0.0005555555555555,0.3333333333333333,0.3888888888888889,0.6111111111111112,-0.0399999999999999,-0.0329999999999998,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,12,0.8137499999999999,0.3805890650958161,9.251858538542969e-18,0.4166666666666667,0.5,0.5,-0.015,-0.0095,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,12,0.8137499999999999,0.3803820989374871,9.251858538542969e-18,0.3333333333333333,0.5833333333333334,0.4166666666666667,-0.015,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,12,0.8137499999999999,0.3803759168830457,0.0,0.3333333333333333,0.5,0.5,-0.015,-0.01,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,12,0.8129166666666666,0.3803415144959285,-0.0008333333333333,0.25,0.5833333333333334,0.4166666666666667,-0.025,-0.014,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,18,0.8550000000000001,0.3392690007896048,0.0033333333333333,0.3333333333333333,0.8888888888888888,0.1111111111111111,-0.01,-0.0029999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,18,0.855,0.3392061418736944,0.0033333333333333,0.3888888888888889,0.8333333333333334,0.1666666666666666,-0.01,-0.0099999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,18,0.855,0.3385515557302915,0.0033333333333333,0.3888888888888889,0.8333333333333334,0.1666666666666666,-0.01,-0.0099999999999999,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,18,0.8538888888888889,0.3375773962713262,0.0022222222222222,0.2777777777777778,0.8333333333333334,0.1666666666666666,-0.01,-0.0099999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,5,0.7989999999999999,0.4064248990612413,0.004,0.6,0.6,0.4,-0.01,-0.008,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_HISTORY_RESIDUAL50,5,0.7929999999999999,0.4052233759567329,-0.002,0.4,0.6,0.4,-0.04,-0.028,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,5,0.792,0.4503239238093506,-0.0029999999999999,0.4,0.4,0.6,-0.0449999999999999,-0.0309999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,5,0.7919999999999999,0.4054975848166552,-0.003,0.2,0.2,0.8,-0.02,-0.016,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,5,0.787,0.4185364651722144,-0.0079999999999999,0.4,0.4,0.6,-0.0349999999999999,-0.0289999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_GENERIC_BLEND50,5,0.787,0.4504769929841535,-0.0079999999999999,0.4,0.4,0.6,-0.0349999999999999,-0.0329999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,5,0.784,0.4528938289642645,-0.0109999999999999,0.2,0.2,0.8,-0.0449999999999999,-0.0409999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,5,0.752,0.4846238847938162,-0.043,0.2,0.2,0.8,-0.13,-0.1119999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,12,0.8229166666666665,0.3819654096690757,0.0091666666666666,0.5833333333333334,0.75,0.25,-0.0349999999999999,-0.0094999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E2_GENERIC_BLEND50,12,0.8220833333333332,0.3816983901184496,0.0083333333333333,0.5833333333333334,0.75,0.25,-0.0349999999999999,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E1_GENERIC_BLEND50,12,0.8216666666666667,0.384420607440108,0.0079166666666666,0.5,0.6666666666666666,0.3333333333333333,-0.0349999999999999,-0.019,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,12,0.8204166666666666,0.3780832012974493,0.0066666666666666,0.5833333333333334,0.75,0.25,-0.0349999999999999,-0.028,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E3_GENERIC_BLEND50,12,0.8195833333333334,0.3768813688256609,0.0058333333333333,0.5,0.6666666666666666,0.3333333333333333,-0.0349999999999999,-0.019,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_BLEND50,12,0.8125,0.3766575544419251,-0.00125,0.4166666666666667,0.5,0.5,-0.04,-0.0245,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E3_HISTORY_RESIDUAL50,12,0.7916666666666666,0.3913313629486976,-0.0220833333333333,0.1666666666666666,0.4166666666666667,0.5833333333333334,-0.145,-0.1014999999999999,False
