Model,Task,fold,seed,status,checkpoint_sha256,normalizer_sha256,split_sha256,peeh_cell_sha256,q_cache_path,q_cache_sha256,transform_sha256,stored_active_rank,recovered_active_rank,protected_rank,recovery_checksum,reason
EEGNet,WBCIC_MI,3,0,RECOVERY_OK,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,f70953bf6d55541e5238303b146eff3c61902d67c97960b4e345b973cb3680db,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\eegnet\wbcic_mi\fold3_seed0.npz,d0b6428e4784ef21fdab0e34275afb2ea9ee2fcf094764de4f5b733a3fd7df05,7b77441867b522d9e4225c4a5307ba482984a9694a4b682e16e8a09fc4f34de6,20,20,2,NOT_RUN_OPTIONAL,
EEGNet,WBCIC_MI,4,0,RECOVERY_OK,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,08387c44194e8bbe5284d47872795db65964438d44db7b05bbf6a3060e51431e,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\eegnet\wbcic_mi\fold4_seed0.npz,73eef5708ed6ee19649aa069889e9fb2b0492feee4c67f3efaf2bead8dbe0025,554f3664a38c74fe802a9a7f095e4ccef23a03d7a192eb87148c6e4855f2c989,20,20,1,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_MI,0,0,EMPTY_PROTECTED,,,,043cca6f8f080da727b22a8cda89ea4a4b9acccb9d06db2b7c3bab937d1eba5a,,,,,,0,,
CBraMod,OpenBMI_MI,1,0,RECOVERY_OK,d1e10247f6af7d898e12dbb619f7b087f507795a0573272de1498a0b1fdb8a23,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,3baf5fbb3859fe8691e80a75fa20c48640efda9cabe93f17cc46a351a4c72d23,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_mi\fold1_seed0.npz,420475ca600dcad9a2aa6496c56b80a929bccdc7072cbfacb44280ba965c6d40,96ef865f7d1496c527fc884196e62a46caad31222444c43179070c7d795272ee,15,15,4,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_MI,2,0,EMPTY_PROTECTED,,,,f11b05b96ee5289e67485a1a34ae6957dcdb90996d5d5486a9e9af5a18579f24,,,,,,0,,
CBraMod,OpenBMI_MI,3,0,RECOVERY_OK,f0973d95c5aeb33c8590f1f14fa87f7192520dc09f98b1626822133142b2ed6e,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,d0c812c34f47cfb40aff5385edd0173bee47738edd202088f2efcca47a332b5b,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_mi\fold3_seed0.npz,a80f940273ac2348e503ed67acb47efd33a9a14f63063197947000a88c670329,d6aeea891ba75c20f288233280f0a939e6079e750e10933a8f72e607fb5c8d7e,6,6,4,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_MI,4,0,RECOVERY_OK,90680ed588ceff53fe8e0a430f9e26267a669efb42873538b980980e0eceeb5f,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,c147d523173f3de7fa10b56cb47c489a836506d5ed1857b8dfd9054dfec68f5b,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_mi\fold4_seed0.npz,1291e5ab7ee93f3c0a6f186bba70d2dffa163aa871fd095305e040e672d1c854,daf7605d32cb3b4f642993a9059194a8bf17b0e9c06f96713acca64985755561,8,8,4,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_ERP,0,0,RECOVERY_OK,2a28f424c2699d3d8e6343af8f93aceb29795cf96809e10f5116e33ef09b0fc0,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4d4b06ee5d63a206a0ea1b8cbc36f1d44ccd3467a937346a0c7d4d8e92187f48,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_erp\fold0_seed0.npz,2ddf15034cf9e76efb300e485dcfa3950d85ae289f745efa8e2614331c31228f,3a1ccdfc686db3bdd984f0125e647c21d2f1fc8ee3f37242a59a82bfdb8570fa,18,18,4,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_ERP,1,0,EMPTY_PROTECTED,,,,d8cb53f5256978b90c0d439c6d42b41b35c8b4a501f839290c99486ef980f9dd,,,,,,0,,
CBraMod,OpenBMI_ERP,2,0,RECOVERY_OK,e5e211720278511a307e0fcb0265e0d69a8decd48dd4032101b33bb7bc2e4d17,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1044e4fe27147350b1b500aacd3fb410e12227a40bdb4538a2492672614546cc,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_erp\fold2_seed0.npz,cda2c51e1f21cbb4b77f24f46e6bab0332c1ad636b1ebef0ab10f88f13669865,12a499c96b923939caa6e79cad8598d0ee0471c1c98c4cfa180878e18a3c80bf,15,15,5,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_ERP,3,0,RECOVERY_OK,74bd14ef700f6c45d2caebfc968f88636f086f283ef251d4b32ab0a4415164d4,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,832b7152b8c3b2cc6bb271a98e4bab13ae3ba8613823f3d04c6e23a535cfb4c7,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_erp\fold3_seed0.npz,bb5c9c0f93c6c1de6f134c43816c869a6258dc0979d217496cabf1d6a26421e9,8f8702e51ecf6808243edc6801ec2bdf4c5303a88421d30dc8775f5d9aff494f,20,20,4,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_ERP,4,0,RECOVERY_OK,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,2baace9b597d9eff4ef0a2466465411b41b67c8ed447165528ac91fe28393e84,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_erp\fold4_seed0.npz,d1e775dcfb34973dae358c1588e8f5f3561fba47d0e9692869fe447c41bc452d,ea146bfd529bd8d265ca28c5a53aaf65bdbcf9567d364251b1e6b1eaab9ec323,17,17,4,NOT_RUN_OPTIONAL,
CBraMod,OpenBMI_SSVEP,0,0,EMPTY_PROTECTED,,,,3640d79f1772a9c540c6a9ab5456763674565456d4a1d909b7642b12488bc196,,,,,,0,,
CBraMod,OpenBMI_SSVEP,1,0,EMPTY_PROTECTED,,,,4832420dc698e1ba80945ce01ad2f04070bfdc5249284a6eece88784992b19fb,,,,,,0,,
CBraMod,OpenBMI_SSVEP,2,0,EMPTY_PROTECTED,,,,6561d3007ed4fb4634b2444132dbd404a49d89f11834b8c3f8c4958c2edc2165,,,,,,0,,
CBraMod,OpenBMI_SSVEP,3,0,EMPTY_PROTECTED,,,,1688aa63fb003890f8d2cb5f210225ea49b88ed623432fc5f6e7d9a33cb72af9,,,,,,0,,
CBraMod,OpenBMI_SSVEP,4,0,RECOVERY_OK,5f4bae51c14beb8156e44f93fa4d2c587632df709456f4ea1df9ca45e27ece36,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,597b944d695eb5fad06abc2da5ee7f304c524830beea79c794bdf633bb6e2d14,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\openbmi_ssvep\fold4_seed0.npz,109137471369ecbc2a3d4b117fb0b5689b72580737d1051b8fac91ecc1440198,db38310ee00df3ee55a574efc2fac16d4af8f2a0a4347053dc0bee121cef2889,4,4,3,NOT_RUN_OPTIONAL,
CBraMod,WBCIC_MI,0,0,EMPTY_PROTECTED,,,,97529acad8025ecd7ff844969fd76a951dd65330925376b7c3cc4da95b8d6f24,,,,,,0,,
CBraMod,WBCIC_MI,1,0,RECOVERY_OK,83d11588545624c1852b45b143326c32623feee1dfec5154d76af8664f8f39e6,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,d99e9f9fb1830c6974bf03aa0769d6d31feb41e156ea9994bdfd542a15329ea4,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\wbcic_mi\fold1_seed0.npz,60fc0e465aabd1ec9472ea2060723f77facb7323062d0e8f15ea4d04b4f81809,86a073c9460fbcdb69ec6a5f3f22e029ed2e14ef49df6c30e9140f0ff4773661,8,8,4,NOT_RUN_OPTIONAL,
CBraMod,WBCIC_MI,2,0,RECOVERY_OK,fc9325fd6f4aabd59045bb70bed999c939545c70cad0c47332996de6a018d737,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,32042f89e034d970af9bb3e6143d1e2749616744710b7f172297b45e74f3646a,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\wbcic_mi\fold2_seed0.npz,14ee6bea0313ac8156dc5057b872472802e7eff1931dd970e1697b1c3652f024,a28d701dbe2350bb19c9ce4ed801b8d479475382949b64cf91dc027356d888da,5,5,4,NOT_RUN_OPTIONAL,
CBraMod,WBCIC_MI,3,0,RECOVERY_OK,b330b681fd536c39787b0ae475f2fcdb2b855901e878f28a0ec5b1a97ae92914,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,a4640bf797cf40a84ba54166874790fbb6c2b725281dfdde06a385fd2cc0fee5,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\cbramod\wbcic_mi\fold3_seed0.npz,7040cf6ec46b9457bb8b54864502de35354800130cf56e874873f9985f2ab44e,ae34dbc0687ffb7a28497d61992a758ecd9b8bcdfe9e350412cb1052f681c5cd,5,5,4,NOT_RUN_OPTIONAL,
CBraMod,WBCIC_MI,4,0,NO_PROTECTED_ASSIGNMENT,,,,,,,,,,,,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\wbcic_mi\fold4_seed0.json
TeCh,OpenBMI_MI,0,0,RECOVERY_OK,bc113294e59434b9ce4945af3c4c93f91ecd81ac186b670a07d4a03351d1150b,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,57a5d4d8059539d4ffe1a0002d80243308a2dfb847add26536b718ba76ac70bb,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\tech\openbmi_mi\fold0_seed0.npz,8a31e0babf47783c5e906ee37081c894ec39d7a5c33ffecaa6f6c5ca536e69d8,5c4c5b2f47028abd0176b15feb8a254ea0d748c61050db125256c031f1a2a91f,18,18,4,NOT_RUN_OPTIONAL,
TeCh,OpenBMI_MI,1,0,RECOVERY_OK,51e4b8c106ddb6b21c245dea5dd3922b6ea20cf1e33107f4859adb485192c0e7,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,e7e6bc540fc6df749c1abdc54dee8287446f9bfe5e1d220f35fb58a644d68105,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\tech\openbmi_mi\fold1_seed0.npz,338ec43dd9887a1441e7ef8ea26c5ac901580dba8d45d87b4d7308a29723ae08,6984d55e7d3713ba90c23204658bb660e7d3e9bb11ed79e434428f2bff1f0955,20,20,8,NOT_RUN_OPTIONAL,
TeCh,OpenBMI_MI,2,0,RECOVERY_OK,bda4f250c6d2a888a91ec996a0718f2e14bc08f930a60a626bb51a147dc2f892,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1e2a99712d1a80ff7243ce8b0fbd5fd459a85fac2bfc38fb6caf8df8745d5488,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\tech\openbmi_mi\fold2_seed0.npz,e650ab04c6e90dcf9c829204a9e2988f3effe5d05af12ab9c2d3b1cf275d408e,6ec6b84810e11e3645b16932d170519b27a207fac617edcb11e88bb4b922bc91,18,18,8,NOT_RUN_OPTIONAL,
TeCh,OpenBMI_MI,3,0,RECOVERY_OK,616b85113340a9511c7e2e5a7690d83886936bc4225c3706457510f3ecb9e7ce,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,4d726c17acfd6701fbf86894adb4c30fe0305dda2da5ea252888cc2e7e044646,D:\nips-temp\TotalP\P1\crossbackbone_pswa_runtime\q_cache\tech\openbmi_mi\fold3_seed0.npz,b97e57d6353006553e0e1ed190739cb5082dae8b78bf8edef70670d2a36710c3,c94363fe3b5c3b30ed817facfbe81508b462917059b51e1e79758ea9db495869,18,18,4,NOT_RUN_OPTIONAL,
