dataset,fold,model,meta_fold,subject_id,delta_future_loss,positive_harm,harmed,pseudo_future_role
OpenBMI,0,M1,0,44,-0.0009349584579467773,0.0,False,True
OpenBMI,0,M1,0,46,-0.0001900196075439453,0.0,False,True
OpenBMI,0,M1,0,52,-0.0005619823932647705,0.0,False,True
OpenBMI,0,M1,1,5,-0.00034800171852111816,0.0,False,True
OpenBMI,0,M1,1,8,0.00030100345611572266,0.00030100345611572266,True,True
OpenBMI,0,M1,1,20,0.0005277879536151886,0.0005277879536151886,True,True
OpenBMI,0,M1,1,22,0.0008903443813323975,0.0008903443813323975,True,True
OpenBMI,0,M1,1,37,-0.00015869736671447754,0.0,False,True
OpenBMI,0,M1,1,38,7.578730583190918e-05,7.578730583190918e-05,True,True
OpenBMI,0,M1,1,49,0.00048814713954925537,0.00048814713954925537,True,True
OpenBMI,0,M1,2,9,5.5301934480667114e-05,5.5301934480667114e-05,True,True
OpenBMI,0,M1,2,11,-0.0009468495845794678,0.0,False,True
OpenBMI,0,M1,2,25,-0.0006018280982971191,0.0,False,True
OpenBMI,0,M1,2,26,5.4001808166503906e-05,5.4001808166503906e-05,True,True
OpenBMI,0,M1,2,31,-0.0007330179214477539,0.0,False,True
OpenBMI,0,M1,2,41,-0.00019061565399169922,0.0,False,True
OpenBMI,0,M1,2,51,-0.00018528103828430176,0.0,False,True
OpenBMI,0,M1,3,4,-0.0008763372898101807,0.0,False,True
OpenBMI,0,M1,3,12,6.303191184997559e-05,6.303191184997559e-05,True,True
OpenBMI,0,M1,3,16,0.0026015639305114746,0.0026015639305114746,True,True
OpenBMI,0,M1,3,18,-0.0006483495235443115,0.0,False,True
OpenBMI,0,M1,3,24,-0.0001951456069946289,0.0,False,True
OpenBMI,0,M1,3,29,0.001173466444015503,0.001173466444015503,True,True
OpenBMI,0,M1,3,35,1.2263655662536621e-05,1.2263655662536621e-05,True,True
OpenBMI,0,M1,4,7,0.003824293613433838,0.003824293613433838,True,True
OpenBMI,0,M1,4,21,-0.00048263370990753174,0.0,False,True
OpenBMI,0,M1,4,23,-0.0009493827819824219,0.0,False,True
OpenBMI,0,M1,4,30,-0.0026913881301879883,0.0,False,True
OpenBMI,0,M1,4,34,-0.0037622451782226562,0.0,False,True
OpenBMI,0,M1,4,42,-0.0006143152713775635,0.0,False,True
OpenBMI,0,M2,0,15,0.00014806538820266724,0.00014806538820266724,True,True
OpenBMI,0,M2,0,27,0.00016604363918304443,0.00016604363918304443,True,True
OpenBMI,0,M2,0,39,-9.633228182792664e-05,0.0,False,True
OpenBMI,0,M2,0,43,-0.0001214742660522461,0.0,False,True
OpenBMI,0,M2,0,44,0.00024068355560302734,0.00024068355560302734,True,True
OpenBMI,0,M2,0,46,-0.0004105567932128906,0.0,False,True
OpenBMI,0,M2,0,52,0.0004341602325439453,0.0004341602325439453,True,True
OpenBMI,0,M2,1,5,-0.00060233473777771,0.0,False,True
OpenBMI,0,M2,1,8,0.0003484487533569336,0.0003484487533569336,True,True
OpenBMI,0,M2,1,20,0.0007572285830974579,0.0007572285830974579,True,True
OpenBMI,0,M2,1,22,0.00163307785987854,0.00163307785987854,True,True
OpenBMI,0,M2,1,37,-4.316866397857666e-05,0.0,False,True
OpenBMI,0,M2,1,38,0.00048439204692840576,0.00048439204692840576,True,True
OpenBMI,0,M2,1,49,0.0007243752479553223,0.0007243752479553223,True,True
OpenBMI,0,M2,2,9,8.943863213062286e-05,8.943863213062286e-05,True,True
OpenBMI,0,M2,2,11,-0.0022784173488616943,0.0,False,True
OpenBMI,0,M2,2,25,0.0006445646286010742,0.0006445646286010742,True,True
OpenBMI,0,M2,2,26,0.000520661473274231,0.000520661473274231,True,True
OpenBMI,0,M2,2,31,-0.00037288665771484375,0.0,False,True
OpenBMI,0,M2,2,41,-0.0004660189151763916,0.0,False,True
OpenBMI,0,M2,2,51,0.000909954309463501,0.000909954309463501,True,True
OpenBMI,0,M2,3,4,-7.876753807067871e-05,0.0,False,True
OpenBMI,0,M2,3,12,-0.00016254186630249023,0.0,False,True
OpenBMI,0,M2,3,16,0.0006684660911560059,0.0006684660911560059,True,True
OpenBMI,0,M2,3,18,-0.0002876371145248413,0.0,False,True
OpenBMI,0,M2,3,24,-0.0002142786979675293,0.0,False,True
OpenBMI,0,M2,3,29,-0.0016192793846130371,0.0,False,True
OpenBMI,0,M2,3,35,-3.524124622344971e-05,0.0,False,True
OpenBMI,0,M2,4,7,0.0014340877532958984,0.0014340877532958984,True,True
OpenBMI,0,M2,4,21,-0.0003926604986190796,0.0,False,True
OpenBMI,0,M2,4,23,-0.001199960708618164,0.0,False,True
OpenBMI,0,M2,4,30,-0.002603292465209961,0.0,False,True
OpenBMI,0,M2,4,34,-0.002197742462158203,0.0,False,True
OpenBMI,0,M2,4,42,-0.00014641880989074707,0.0,False,True
OpenBMI,1,M0,0,12,-0.0030495524406433105,0.0,False,True
OpenBMI,1,M0,0,26,-0.00016579031944274902,0.0,False,True
OpenBMI,1,M0,0,30,-0.0022878646850585938,0.0,False,True
OpenBMI,1,M0,0,41,-0.0004795342683792114,0.0,False,True
OpenBMI,1,M0,0,46,-0.0002536773681640625,0.0,False,True
OpenBMI,1,M0,0,51,0.001212000846862793,0.001212000846862793,True,True
OpenBMI,1,M0,0,52,0.0013540089130401611,0.0013540089130401611,True,True
OpenBMI,1,M0,1,15,0.0008914172649383545,0.0008914172649383545,True,True
OpenBMI,1,M0,1,33,0.0036333799362182617,0.0036333799362182617,True,True
OpenBMI,1,M0,1,34,-0.0037410855293273926,0.0,False,True
OpenBMI,1,M0,1,37,7.845461368560791e-05,7.845461368560791e-05,True,True
OpenBMI,1,M0,1,47,2.5317072868347168e-05,2.5317072868347168e-05,True,True
OpenBMI,1,M0,1,49,0.00021871179342269897,0.00021871179342269897,True,True
OpenBMI,1,M0,1,54,0.00020754337310791016,0.00020754337310791016,True,True
OpenBMI,1,M0,2,2,-0.00014854222536087036,0.0,False,True
OpenBMI,1,M0,2,20,-0.00033245980739593506,0.0,False,True
OpenBMI,1,M0,2,21,0.00017379224300384521,0.00017379224300384521,True,True
OpenBMI,1,M0,2,24,-0.0007735490798950195,0.0,False,True
OpenBMI,1,M0,2,27,0.002338409423828125,0.002338409423828125,True,True
OpenBMI,1,M0,2,28,-9.391456842422485e-06,0.0,False,True
OpenBMI,1,M0,2,29,0.0033332109451293945,0.0033332109451293945,True,True
OpenBMI,1,M0,3,4,0.00015959888696670532,0.00015959888696670532,True,True
OpenBMI,1,M0,3,8,-0.0019052326679229736,0.0,False,True
OpenBMI,1,M0,3,13,7.715821266174316e-05,7.715821266174316e-05,True,True
OpenBMI,1,M0,3,14,0.0009085088968276978,0.0009085088968276978,True,True
OpenBMI,1,M0,3,36,-0.002873450517654419,0.0,False,True
OpenBMI,1,M0,3,44,-0.0014990568161010742,0.0,False,True
OpenBMI,1,M0,3,53,-0.001438736915588379,0.0,False,True
OpenBMI,1,M0,4,9,0.0002305060625076294,0.0002305060625076294,True,True
OpenBMI,1,M0,4,18,-0.0004801750183105469,0.0,False,True
OpenBMI,1,M0,4,23,-5.8770179748535156e-05,0.0,False,True
OpenBMI,1,M0,4,31,0.00023475289344787598,0.00023475289344787598,True,True
OpenBMI,1,M0,4,32,-0.0008778274059295654,0.0,False,True
OpenBMI,1,M0,4,39,0.0002289414405822754,0.0002289414405822754,True,True
OpenBMI,1,M1,0,12,-0.0002735257148742676,0.0,False,True
OpenBMI,1,M1,0,26,0.00018572062253952026,0.00018572062253952026,True,True
OpenBMI,1,M1,0,30,-0.0029227733612060547,0.0,False,True
OpenBMI,1,M1,0,41,-0.0014024227857589722,0.0,False,True
OpenBMI,1,M1,0,46,-0.0033017396926879883,0.0,False,True
OpenBMI,1,M1,0,51,-0.0020558834075927734,0.0,False,True
OpenBMI,1,M1,0,52,-0.0014204680919647217,0.0,False,True
OpenBMI,1,M1,1,15,0.0019177719950675964,0.0019177719950675964,True,True
OpenBMI,1,M1,1,33,0.007478058338165283,0.007478058338165283,True,True
OpenBMI,1,M1,1,34,-0.004409670829772949,0.0,False,True
OpenBMI,1,M1,1,37,-0.0014864131808280945,0.0,False,True
OpenBMI,1,M1,1,47,0.0001716017723083496,0.0001716017723083496,True,True
OpenBMI,1,M1,1,49,-0.0009700357913970947,0.0,False,True
OpenBMI,1,M1,1,54,-0.0018524080514907837,0.0,False,True
OpenBMI,1,M1,2,2,-0.00042597949504852295,0.0,False,True
OpenBMI,1,M1,2,20,-0.0023101195693016052,0.0,False,True
OpenBMI,1,M1,2,21,-0.00032096728682518005,0.0,False,True
OpenBMI,1,M1,2,24,0.0011246204376220703,0.0011246204376220703,True,True
OpenBMI,1,M1,2,27,0.0027268528938293457,0.0027268528938293457,True,True
OpenBMI,1,M1,2,28,-2.1923333406448364e-06,0.0,False,True
OpenBMI,1,M1,2,29,0.005747497081756592,0.005747497081756592,True,True
OpenBMI,1,M1,3,4,-0.00018046051263809204,0.0,False,True
OpenBMI,1,M1,3,8,-0.0036520659923553467,0.0,False,True
OpenBMI,1,M1,3,13,-0.0017392933368682861,0.0,False,True
OpenBMI,1,M1,3,14,-0.0027558356523513794,0.0,False,True
OpenBMI,1,M1,3,36,0.0012028664350509644,0.0012028664350509644,True,True
OpenBMI,1,M1,3,44,-0.0019683837890625,0.0,False,True
OpenBMI,1,M1,3,53,0.0022891461849212646,0.0022891461849212646,True,True
OpenBMI,1,M1,4,9,-7.263943552970886e-05,0.0,False,True
OpenBMI,1,M1,4,18,2.6538968086242676e-05,2.6538968086242676e-05,True,True
OpenBMI,1,M1,4,23,-0.007415771484375,0.0,False,True
OpenBMI,1,M1,4,31,-0.0026485025882720947,0.0,False,True
OpenBMI,1,M1,4,32,-0.004045665264129639,0.0,False,True
OpenBMI,1,M1,4,39,-0.0005078315734863281,0.0,False,True
OpenBMI,1,M2,0,12,-0.0011207759380340576,0.0,False,True
OpenBMI,1,M2,0,26,0.00016533955931663513,0.00016533955931663513,True,True
OpenBMI,1,M2,0,30,-0.004028439521789551,0.0,False,True
OpenBMI,1,M2,0,41,-0.001211404800415039,0.0,False,True
OpenBMI,1,M2,0,46,-0.002234220504760742,0.0,False,True
OpenBMI,1,M2,0,51,-0.0014370381832122803,0.0,False,True
OpenBMI,1,M2,0,52,-0.001064389944076538,0.0,False,True
OpenBMI,1,M2,1,15,0.0014763139188289642,0.0014763139188289642,True,True
OpenBMI,1,M2,1,33,0.007282435894012451,0.007282435894012451,True,True
OpenBMI,1,M2,1,34,-0.0017879456281661987,0.0,False,True
OpenBMI,1,M2,1,37,-0.0009635873138904572,0.0,False,True
OpenBMI,1,M2,1,47,-0.0005059540271759033,0.0,False,True
OpenBMI,1,M2,1,49,-0.0010974705219268799,0.0,False,True
OpenBMI,1,M2,1,54,-0.0023595988750457764,0.0,False,True
OpenBMI,1,M2,2,2,-0.0005311295390129089,0.0,False,True
OpenBMI,1,M2,2,20,-0.0017599016427993774,0.0,False,True
OpenBMI,1,M2,2,21,0.00014548562467098236,0.00014548562467098236,True,True
OpenBMI,1,M2,2,24,0.00025022029876708984,0.00025022029876708984,True,True
OpenBMI,1,M2,2,27,0.0011314749717712402,0.0011314749717712402,True,True
OpenBMI,1,M2,2,28,1.6065314412117004e-06,1.6065314412117004e-06,True,True
OpenBMI,1,M2,2,29,0.007600307464599609,0.007600307464599609,True,True
OpenBMI,1,M2,3,4,3.505125641822815e-05,3.505125641822815e-05,True,True
OpenBMI,1,M2,3,8,0.0008291006088256836,0.0008291006088256836,True,True
OpenBMI,1,M2,3,13,-0.003044217824935913,0.0,False,True
OpenBMI,1,M2,3,14,-0.006515026092529297,0.0,False,True
OpenBMI,1,M2,3,36,0.0016283094882965088,0.0016283094882965088,True,True
OpenBMI,1,M2,3,44,-0.0022214651107788086,0.0,False,True
OpenBMI,1,M2,3,53,0.0051993727684021,0.0051993727684021,True,True
OpenBMI,1,M2,4,9,-0.00021079927682876587,0.0,False,True
OpenBMI,1,M2,4,18,-0.0001874975860118866,0.0,False,True
OpenBMI,1,M2,4,23,-0.006882071495056152,0.0,False,True
OpenBMI,1,M2,4,31,-0.003238976001739502,0.0,False,True
OpenBMI,1,M2,4,32,-0.003544449806213379,0.0,False,True
OpenBMI,1,M2,4,39,-0.0006475411355495453,0.0,False,True
OpenBMI,2,M0,0,10,-0.003126859664916992,0.0,False,True
OpenBMI,2,M0,0,12,-0.002674192190170288,0.0,False,True
OpenBMI,2,M0,0,21,4.83095645904541e-05,4.83095645904541e-05,True,True
OpenBMI,2,M0,0,28,-0.0006165057420730591,0.0,False,True
OpenBMI,2,M0,0,42,0.0018003582954406738,0.0018003582954406738,True,True
OpenBMI,2,M0,0,43,-0.0014173388481140137,0.0,False,True
OpenBMI,2,M0,0,46,-0.0020523667335510254,0.0,False,True
OpenBMI,2,M0,1,1,3.855675458908081e-07,3.855675458908081e-07,True,True
OpenBMI,2,M0,1,13,0.002630472183227539,0.002630472183227539,True,True
OpenBMI,2,M0,1,19,0.0035672783851623535,0.0035672783851623535,True,True
OpenBMI,2,M0,1,20,0.00028833746910095215,0.00028833746910095215,True,True
OpenBMI,2,M0,1,31,0.000829547643661499,0.000829547643661499,True,True
OpenBMI,2,M0,1,33,-0.007975608110427856,0.0,False,True
OpenBMI,2,M0,1,41,-0.0020660758018493652,0.0,False,True
OpenBMI,2,M0,2,3,0.0017558634281158447,0.0017558634281158447,True,True
OpenBMI,2,M0,2,8,-0.0037535130977630615,0.0,False,True
OpenBMI,2,M0,2,32,-0.0007376968860626221,0.0,False,True
OpenBMI,2,M0,2,35,-0.0006093978881835938,0.0,False,True
OpenBMI,2,M0,2,39,7.567927241325378e-06,7.567927241325378e-06,True,True
OpenBMI,2,M0,2,50,-0.0010495781898498535,0.0,False,True
OpenBMI,2,M0,2,53,-0.0023789405822753906,0.0,False,True
OpenBMI,2,M0,3,15,-1.5974044799804688e-05,0.0,False,True
OpenBMI,2,M0,3,23,0.0022733211517333984,0.0022733211517333984,True,True
OpenBMI,2,M0,3,24,0.0009023547172546387,0.0009023547172546387,True,True
OpenBMI,2,M0,3,37,-1.292489469051361e-05,0.0,False,True
OpenBMI,2,M0,3,40,-0.004288136959075928,0.0,False,True
OpenBMI,2,M0,3,45,-0.001043856143951416,0.0,False,True
OpenBMI,2,M0,3,48,0.005226358771324158,0.005226358771324158,True,True
OpenBMI,2,M0,4,2,0.00010024197399616241,0.00010024197399616241,True,True
OpenBMI,2,M0,4,11,-0.0015649199485778809,0.0,False,True
OpenBMI,2,M0,4,27,-0.0007298290729522705,0.0,False,True
OpenBMI,2,M0,4,36,-0.0009827017784118652,0.0,False,True
OpenBMI,2,M0,4,38,-0.000306643545627594,0.0,False,True
OpenBMI,2,M0,4,47,-0.0001827329397201538,0.0,False,True
OpenBMI,2,M1,0,10,-0.003033280372619629,0.0,False,True
OpenBMI,2,M1,0,12,-0.0023308992385864258,0.0,False,True
OpenBMI,2,M1,0,21,1.804158091545105e-05,1.804158091545105e-05,True,True
OpenBMI,2,M1,0,28,-0.0004057064652442932,0.0,False,True
OpenBMI,2,M1,0,42,0.0008462071418762207,0.0008462071418762207,True,True
OpenBMI,2,M1,0,43,0.00021404027938842773,0.00021404027938842773,True,True
OpenBMI,2,M1,0,46,-0.002231597900390625,0.0,False,True
OpenBMI,2,M1,1,1,9.533949196338654e-06,9.533949196338654e-06,True,True
OpenBMI,2,M1,1,13,0.002564668655395508,0.002564668655395508,True,True
OpenBMI,2,M1,1,19,0.010291337966918945,0.010291337966918945,True,True
OpenBMI,2,M1,1,20,0.00018821842968463898,0.00018821842968463898,True,True
OpenBMI,2,M1,1,31,0.0005076676607131958,0.0005076676607131958,True,True
OpenBMI,2,M1,1,33,-0.008976161479949951,0.0,False,True
OpenBMI,2,M1,1,41,-0.0019060969352722168,0.0,False,True
OpenBMI,2,M1,2,3,-0.0004172027111053467,0.0,False,True
OpenBMI,2,M1,2,8,-0.002572685480117798,0.0,False,True
OpenBMI,2,M1,2,32,-0.0006731376051902771,0.0,False,True
OpenBMI,2,M1,2,35,-0.0005075335502624512,0.0,False,True
OpenBMI,2,M1,2,39,5.651265382766724e-06,5.651265382766724e-06,True,True
OpenBMI,2,M1,2,50,-0.0016560554504394531,0.0,False,True
OpenBMI,2,M1,2,53,-0.0026726722717285156,0.0,False,True
OpenBMI,2,M1,3,15,0.0001588091254234314,0.0001588091254234314,True,True
OpenBMI,2,M1,3,23,0.004271149635314941,0.004271149635314941,True,True
OpenBMI,2,M1,3,24,0.001580357551574707,0.001580357551574707,True,True
OpenBMI,2,M1,3,37,-6.609223783016205e-05,0.0,False,True
OpenBMI,2,M1,3,40,-0.0017008781433105469,0.0,False,True
OpenBMI,2,M1,3,45,0.0006742179393768311,0.0006742179393768311,True,True
OpenBMI,2,M1,3,48,0.003864303231239319,0.003864303231239319,True,True
OpenBMI,2,M1,4,2,5.267653614282608e-05,5.267653614282608e-05,True,True
OpenBMI,2,M1,4,11,-0.0006957799196243286,0.0,False,True
OpenBMI,2,M1,4,27,-0.0005134269595146179,0.0,False,True
OpenBMI,2,M1,4,36,-0.0007364973425865173,0.0,False,True
OpenBMI,2,M1,4,38,4.2282044887542725e-05,4.2282044887542725e-05,True,True
OpenBMI,2,M1,4,47,0.00020623207092285156,0.00020623207092285156,True,True
OpenBMI,2,M2,0,10,-0.0026863813400268555,0.0,False,True
OpenBMI,2,M2,0,12,-0.002245187759399414,0.0,False,True
OpenBMI,2,M2,0,21,8.067488670349121e-05,8.067488670349121e-05,True,True
OpenBMI,2,M2,0,28,-0.000342540442943573,0.0,False,True
OpenBMI,2,M2,0,42,0.0010337233543395996,0.0010337233543395996,True,True
OpenBMI,2,M2,0,43,0.00020503997802734375,0.00020503997802734375,True,True
OpenBMI,2,M2,0,46,-0.0020588040351867676,0.0,False,True
OpenBMI,2,M2,1,1,1.5229452401399612e-05,1.5229452401399612e-05,True,True
OpenBMI,2,M2,1,13,0.003869950771331787,0.003869950771331787,True,True
OpenBMI,2,M2,1,19,0.005080699920654297,0.005080699920654297,True,True
OpenBMI,2,M2,1,20,0.0002846941351890564,0.0002846941351890564,True,True
OpenBMI,2,M2,1,31,0.0020144879817962646,0.0020144879817962646,True,True
OpenBMI,2,M2,1,33,-0.005640149116516113,0.0,False,True
OpenBMI,2,M2,1,41,-0.0022457540035247803,0.0,False,True
OpenBMI,2,M2,2,3,0.00027245283126831055,0.00027245283126831055,True,True
OpenBMI,2,M2,2,8,-0.00406724214553833,0.0,False,True
OpenBMI,2,M2,2,32,-0.00019806623458862305,0.0,False,True
OpenBMI,2,M2,2,35,-0.00046300143003463745,0.0,False,True
OpenBMI,2,M2,2,39,-1.6242265701293945e-05,0.0,False,True
OpenBMI,2,M2,2,50,-0.002243220806121826,0.0,False,True
OpenBMI,2,M2,2,53,-0.0027838945388793945,0.0,False,True
OpenBMI,2,M2,3,15,0.00010821223258972168,0.00010821223258972168,True,True
OpenBMI,2,M2,3,23,0.002815723419189453,0.002815723419189453,True,True
OpenBMI,2,M2,3,24,-4.029273986816406e-05,0.0,False,True
OpenBMI,2,M2,3,37,-7.964670658111572e-05,0.0,False,True
OpenBMI,2,M2,3,40,0.0011872649192810059,0.0011872649192810059,True,True
OpenBMI,2,M2,3,45,0.0014898180961608887,0.0014898180961608887,True,True
OpenBMI,2,M2,3,48,0.0034910887479782104,0.0034910887479782104,True,True
OpenBMI,2,M2,4,2,4.1563063859939575e-05,4.1563063859939575e-05,True,True
OpenBMI,2,M2,4,11,-0.0028964877128601074,0.0,False,True
OpenBMI,2,M2,4,27,-0.0006854236125946045,0.0,False,True
OpenBMI,2,M2,4,36,-0.0005636289715766907,0.0,False,True
OpenBMI,2,M2,4,38,-0.000396728515625,0.0,False,True
OpenBMI,2,M2,4,47,0.0001601874828338623,0.0001601874828338623,True,True
OpenBMI,3,M0,0,7,0.0007584095001220703,0.0007584095001220703,True,True
OpenBMI,3,M0,0,10,0.004589498043060303,0.004589498043060303,True,True
OpenBMI,3,M0,0,13,-0.001369565725326538,0.0,False,True
OpenBMI,3,M0,0,19,-0.00328981876373291,0.0,False,True
OpenBMI,3,M0,0,25,-0.002203017473220825,0.0,False,True
OpenBMI,3,M0,0,33,0.002199798822402954,0.002199798822402954,True,True
OpenBMI,3,M0,0,44,-0.0018287897109985352,0.0,False,True
OpenBMI,3,M0,1,14,-0.0010604560375213623,0.0,False,True
OpenBMI,3,M0,1,18,-0.00018985942006111145,0.0,False,True
OpenBMI,3,M0,1,29,-0.0017912685871124268,0.0,False,True
OpenBMI,3,M0,1,34,-4.965066909790039e-05,0.0,False,True
OpenBMI,3,M0,1,42,0.0004564225673675537,0.0004564225673675537,True,True
OpenBMI,3,M0,1,48,-0.0006528794765472412,0.0,False,True
OpenBMI,3,M0,1,49,0.00011855363845825195,0.00011855363845825195,True,True
OpenBMI,3,M0,2,3,0.0014120936393737793,0.0014120936393737793,True,True
OpenBMI,3,M0,2,4,0.0010154098272323608,0.0010154098272323608,True,True
OpenBMI,3,M0,2,8,-0.0001185387372970581,0.0,False,True
OpenBMI,3,M0,2,37,-0.00012336671352386475,0.0,False,True
OpenBMI,3,M0,2,39,-0.00038498640060424805,0.0,False,True
OpenBMI,3,M0,2,45,0.0028804540634155273,0.0028804540634155273,True,True
OpenBMI,3,M0,2,47,0.0008775368332862854,0.0008775368332862854,True,True
OpenBMI,3,M0,3,11,0.0005064904689788818,0.0005064904689788818,True,True
OpenBMI,3,M0,3,12,0.0010669827461242676,0.0010669827461242676,True,True
OpenBMI,3,M0,3,26,9.344145655632019e-05,9.344145655632019e-05,True,True
OpenBMI,3,M0,3,30,-0.0015332698822021484,0.0,False,True
OpenBMI,3,M0,3,50,-0.0009015202522277832,0.0,False,True
OpenBMI,3,M0,3,53,0.0023543834686279297,0.0023543834686279297,True,True
OpenBMI,3,M0,3,54,-7.173418998718262e-05,0.0,False,True
OpenBMI,3,M0,4,1,-0.000492120161652565,0.0,False,True
OpenBMI,3,M0,4,2,-0.0005301758646965027,0.0,False,True
OpenBMI,3,M0,4,5,-1.0307878255844116e-05,0.0,False,True
OpenBMI,3,M0,4,6,-0.0011926591396331787,0.0,False,True
OpenBMI,3,M0,4,32,0.0003794431686401367,0.0003794431686401367,True,True
OpenBMI,3,M0,4,40,0.003467381000518799,0.003467381000518799,True,True
OpenBMI,3,M1,0,7,-0.0002556741237640381,0.0,False,True
OpenBMI,3,M1,0,10,0.0036944150924682617,0.0036944150924682617,True,True
OpenBMI,3,M1,0,13,-0.0003286302089691162,0.0,False,True
OpenBMI,3,M1,0,19,-0.004278063774108887,0.0,False,True
OpenBMI,3,M1,0,25,-0.0014452338218688965,0.0,False,True
OpenBMI,3,M1,0,33,0.0028213858604431152,0.0028213858604431152,True,True
OpenBMI,3,M1,0,44,-0.0007593631744384766,0.0,False,True
OpenBMI,3,M1,1,14,0.00013890862464904785,0.00013890862464904785,True,True
OpenBMI,3,M1,1,18,-0.00010632351040840149,0.0,False,True
OpenBMI,3,M1,1,29,-0.0012215673923492432,0.0,False,True
OpenBMI,3,M1,1,34,0.0032448172569274902,0.0032448172569274902,True,True
OpenBMI,3,M1,1,42,0.00046144425868988037,0.00046144425868988037,True,True
OpenBMI,3,M1,1,48,0.0006350874900817871,0.0006350874900817871,True,True
OpenBMI,3,M1,1,49,0.00010951980948448181,0.00010951980948448181,True,True
OpenBMI,3,M1,2,3,-0.0001755058765411377,0.0,False,True
OpenBMI,3,M1,2,4,0.0008323341608047485,0.0008323341608047485,True,True
OpenBMI,3,M1,2,8,0.00018958747386932373,0.00018958747386932373,True,True
OpenBMI,3,M1,2,37,-0.00018547847867012024,0.0,False,True
OpenBMI,3,M1,2,39,-0.00029965490102767944,0.0,False,True
OpenBMI,3,M1,2,45,0.0037932395935058594,0.0037932395935058594,True,True
OpenBMI,3,M1,2,47,0.00013875961303710938,0.00013875961303710938,True,True
OpenBMI,3,M1,3,11,-0.00039440393447875977,0.0,False,True
OpenBMI,3,M1,3,12,-0.00024168193340301514,0.0,False,True
OpenBMI,3,M1,3,26,0.00014388933777809143,0.00014388933777809143,True,True
OpenBMI,3,M1,3,30,-0.001043558120727539,0.0,False,True
OpenBMI,3,M1,3,50,-0.001399695873260498,0.0,False,True
OpenBMI,3,M1,3,53,-3.3974647521972656e-05,0.0,False,True
OpenBMI,3,M1,3,54,0.0007856786251068115,0.0007856786251068115,True,True
OpenBMI,3,M1,4,1,-0.00019299611449241638,0.0,False,True
OpenBMI,3,M1,4,2,-0.0002243146300315857,0.0,False,True
OpenBMI,3,M1,4,5,-6.454810500144958e-05,0.0,False,True
OpenBMI,3,M1,4,6,-0.0011991262435913086,0.0,False,True
OpenBMI,3,M1,4,32,0.0010533034801483154,0.0010533034801483154,True,True
OpenBMI,3,M1,4,40,0.005132198333740234,0.005132198333740234,True,True
OpenBMI,3,M2,0,7,-0.0017399191856384277,0.0,False,True
