dataset,outer_fold,opt_seed,phase,epoch,step,trajectory1_seed,trajectory2_seed,partition_seed,pair_hash,method
OpenBMI,0,0,selection,2,7,8357367265115037643,4747772115753868814,4980215817855256910,f577afa3be701496903ca0cd0a0884da81ad35e2203e41a11cb54d5bf3cb41f8,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,8,7832085288496736693,5271022706740635831,4980215817855256910,a28bd47f5c90ed3ca556355c176498f2b5501c63380095f1367372b8037bcd1e,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,9,2650874004946211422,9085239923669440034,4980215817855256910,85e4d9f3f573731a4d0796a284e4b7684f72b4fdf0e9a2b1032ef066d0dc89b4,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,10,2969165742294569660,4026048242152702612,4980215817855256910,03d0be64a089730db20de05aaf1549b0c64b4c6f4429848c856c751fc30fdff8,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,11,8018203922962912212,1017442473849080676,4980215817855256910,aa7667ae2c6c2443b730ae227b05d45eae9fc0375a1c4af99037f1b431b7f023,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,12,2901232070192156144,4354802490516087378,4980215817855256910,2e17b9682fc0c9f4a492417ae0a7017623fd9ce27b9fffb6123247f6e9efe91a,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,13,7801116394463827329,2235175072655472013,4980215817855256910,2e16f40ffbc313c2cf05160be7b20c91591347d8adf28c2ce0e34d07968c29a4,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,14,4383259080285341393,2298836863608864375,4980215817855256910,be92ca92b675e492f76c32a39c2988d2c38110f011dbda4031be50fea1cc0762,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,15,3771787623631448274,6008176511446518483,4980215817855256910,65b70353738edb8abfcf5fa3e2c7d421faea21a674985fbd70b2423e37f131a4,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,16,8544431518965589479,5273687123164116959,4980215817855256910,754e896b397ca2dae076ec2a3d295e6b7ee817648b53244c709eccb02dfde1d6,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,17,9101079220552552563,5987789701028563417,4980215817855256910,d28f7729671c950caa5e05fad73f91e20d2927a388975aca390862b64d806de5,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,18,7485026450814600272,1844246354225372064,4980215817855256910,d08a98561b25a8d13a4c146ec4163264d64f279a7553a8689cda2579609bb96f,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,19,6115374485880420775,4265545524613177597,4980215817855256910,f45cc01579e8f5391f7f2439e86d5746c339264e4e5ab8837cf80445b4d082c1,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,20,8270067460420675119,1197534119872112665,4980215817855256910,a4fd19d4a667e37f2dcc02528f21c4ea446513b0d7acfdaf0a0ed9514c8716c2,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,21,2606222513977358065,8600654034076006762,4980215817855256910,d2dd661da5f45261786a1ca713c1d6496a973e51e3f3b2aa3cfb5c8cb22a5f1c,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,22,5866971582317505940,4921512659154685525,4980215817855256910,f6ff9d3b2d99ccec6cef9688071ba65830eeb6f4795e6058f92cf6501bf8c9f5,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,23,1502086398389088261,5474842110229975062,4980215817855256910,ba6a5d901cd247ed7051587aa8d06c0aa5cb4c5849a6180ff4c1d8c065a2467e,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,24,8432034805184989461,7406637553203719625,4980215817855256910,3be1251fb237d81d02e6f34f7224f6c6d328df3e84946a191899a072fa56322b,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,25,1078606321216325586,1545253894014511306,4980215817855256910,423c59740a506306ac11546ec163f731417875d65b6c547c0d8b7372102ed747,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,26,1734193095773998530,7440864904720501347,4980215817855256910,948da840a608dca60191f034fff86c0e924afd4d9d87dbd9c0223c9f3c8250fd,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,27,5948931901766174913,7043853445528329594,4980215817855256910,588e88bcc9660be49b857fade7b64c1b69d1aed554a5d5cdad3f68ec3e2df959,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,28,1250709865754786352,2483987076595701937,4980215817855256910,a0987b10817015876ac600e48193ae31f66f7837e2773cf2df4422126a4ba79c,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,29,7655991454224581477,7583120149053929000,4980215817855256910,670aaf7ee2af41fcca94b7c5692d5d336364b1e005bdd937f1ace2ef8d98af2a,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,30,3568370872881698849,4903780053138497061,4980215817855256910,3af396e49f0d9c22b37b1ec116c3081c9acec749f3d3087d474906c199788e06,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,31,5885165893297988344,7474180773868347105,4980215817855256910,9453f963e45d0f58a70cdd8032c778e457e067a4d314ee3744ae4bcfca1be9c7,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,32,3269577377946315832,5401677808917260157,4980215817855256910,cd4037f52041646a5b8996dba7284a1007eb831d4be28617fc6af3237ded1baf,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,33,1907673783503434135,3573851334466055601,4980215817855256910,2f4d63914013135c60ee322f075eedbe8976af82de6d1849a85422eb665f1a45,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,2,34,5835055198828842414,7129782091886579129,4980215817855256910,5ca979c1ab3ea8e71bc8fe4c0efed4e31d8d0f793b819ae464d8fc91e0123311,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,0,1701569563133948743,100984441964463455,7729479304929281243,ed642bb45f96be0de025e4a32b5b5aea3f2fa2e4d38712cf3cf3050839899c26,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,1,2628798011683191300,6187675464114862795,7729479304929281243,0195c442f11b3eba10411e91256da2849067d14460f0dc00828e1539d396b484,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,2,9088166639289193141,1634082297378175548,7729479304929281243,c0652dca0d25109356d5266992515b836b32c18986a122a399bd65f8db4b8124,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,3,7221219119588153695,8994116836674923680,7729479304929281243,a2132192faceccd1532b009163f1c9b5e7f654a37f5453753bd883567c7fba6c,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,4,225294510528784524,6227850431577403364,7729479304929281243,5af36f381a30805a1096522de2adda8ec555abc1129c7165c3179e02af2ef739,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,5,4416886607543513805,6229459353536852950,7729479304929281243,c74d22f7e3d693bf805db320a880c7c536eaaa5229b29bcce616bf90286afee9,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,6,5031139330701840212,6419423211441012542,7729479304929281243,350acce2ec87e41a4a0d2e4ad79ea13c4f292cc5e509bd7172d9acb38fd24905,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,7,4488481258897562294,5762416930226359838,7729479304929281243,cc0ac7c30c221bff5319a1ebd0f849f225cb66a2b7ae36ebe910903609165961,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,8,1478396437404319513,4039385037861484940,7729479304929281243,d5e3886971e8a63a6177c2374afbe4e0d8c24adc98c96a5d468bfbba1ae3036f,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,9,4842446147178033389,6496201932419669020,7729479304929281243,ac53ff8dcf15f110cc39f59de96b4368830a5cf09e3ece4f54d77f2d2fc53c2f,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,10,7455755889173599307,6551763070294283829,7729479304929281243,de51c2d46b93918ae06a45672f190fddda70f4a678df77f7c8488c160fec18c0,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,11,4593568225134602584,2913378242801717661,7729479304929281243,6f3ea19a7a4838ae3893cb0ec6a4425e255ccbf0ff65b0c467c820a66c4b7ab1,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,12,5391587406399051648,2051087695636006024,7729479304929281243,7dbd6dbebdbb850e5f72dc11ac1865d870477b1ca605e1cdff463c024a361564,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,13,2482841456931823741,948912699322024801,7729479304929281243,803004d2bd3a3c736a84e0ed79f588ba8c683108ab78dcc2ace5b61f76fe814e,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,14,6711678461346246381,3938011321625561460,7729479304929281243,d6c659ae6d14dec6125bc57715820e33d97c8f6eff3a44e948f6a83ea95e6568,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,15,3982094925597972545,984932794762144573,7729479304929281243,8059c38868e38adf06d6799f0bb576634bbc71b3591b0e93a027e01d3b1a10d1,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,16,8161320430582064781,3830453027192992257,7729479304929281243,e484a1d9349fe3b6921141c8cc820cda012cae8f134b73d0400da5c2d7f3b5d5,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,17,8348454016767804728,6060921086271358217,7729479304929281243,1361a1f86867d5053dd2d22184ea584e962b0d50f207666918fdc22492ded75d,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,18,6361482465311259095,6783154126781420286,7729479304929281243,f467f9f0ff7b6093b803ed844d86685698f53e749c55406498a8e9505dc56361,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,19,1981492339090595947,7739843709375561609,7729479304929281243,6788748e7f2ccad24a6e61aff7f8cef7dae86855e91e508fb257486e7f10d844,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,20,7725757375742962645,2500126918436874690,7729479304929281243,03955c814bdc6d7c2387fec980ab178711045d0d21bf931184bb5d424232ce40,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,21,1599980478361440391,3920286608955750265,7729479304929281243,b53ffb77c444ee617922663c45057068bb92b06af521b69ddcef006ca3027e37,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,22,4935931004475760474,6351624887770583107,7729479304929281243,935e8df656d3691498808c9c9d988cfd049d368be0a87b6948be4e8d508b6117,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,23,8704572978628721446,2446330904175908928,7729479304929281243,662d0472f2bfbd92dca494dac35eea736661482ab4ffe515ddfbbab18520a883,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,24,1608126929347477493,3719297617267439795,7729479304929281243,72bc9e39af8de7297a279e1b201fecac3cc10a920686dd1aa7acfc390aabf0f2,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,25,2879523809697603593,85270895805080970,7729479304929281243,4336f9f78619769381ee1d6d07840d74130fe4009c7a8bfe8a799ff3f3187bfd,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,26,5620667018698397349,251220514580115720,7729479304929281243,d6d3c2e6e894d28e767192120c6e38b7e96d06d148fe6e4b888f4112a19b9287,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,27,8393237738613412091,635712877272710415,7729479304929281243,d3c638c2b83ddf0a40e98a7724eb8ae95d5ae9b4ce6c12259038e13561ddc4fb,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,28,6290230943241025244,3112904643922654497,7729479304929281243,593d17ccf8c6386b293b855315a68763222c005c7352e3edcd2423b73b8f84d0,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,29,4910437131117413394,1890915936481886668,7729479304929281243,47431f810ce60c0579cd767f9483dcc4e49951417b6740574153dbe76ff14e2e,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,30,3534433754013217845,3110934885481123851,7729479304929281243,eae7cb7182c719175afab090fbd989ebf85ea5d86de352449d80c465b42827d8,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,31,3265760235584690798,8794137359818288826,7729479304929281243,af5207f5ee52e42f6f4405c0a0ac160800ec48b59ab2c209726d27e108458945,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,32,4452526061879942417,7382393496673526685,7729479304929281243,941d6ef3bd630910de8e9700f6ea81104f5a32e4874458e0983d6a8c74375b60,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,33,8698395295312658544,224516157047842899,7729479304929281243,f271d0dcbe0de11ca92202c6e416590e78be0d1008bab2d20ddc40bac62faad3,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,3,34,4853196635014174674,1604394506423003888,7729479304929281243,4d8178a61af77b882c7cab5ad7e7ecdf70c02cbb517c7f057d89a42eb4b90a31,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,0,2159236319624402699,3114882432766282994,4021820299594906514,7a98af10eb0d70ff8eeafe5a671bd8214978ef88007a7d45d58b38c97ee6e4b9,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,1,4346723172707364140,1028133604030305038,4021820299594906514,bf23d36f291f6dde0e4de7e62a34b66295954e190c5c75e92d4215d980dee569,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,2,2870914311190751650,3068199431817655422,4021820299594906514,6b2c46037d161e10779a09602a25661ad24a82be01290b045334eb67f01933be,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,3,2843300901626026832,4909142858197989344,4021820299594906514,c52919cfc26778145aa0250825e72394c574195f0db11e3535a361ecc3bbe0fa,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,4,5756264440455342897,4220636619728504009,4021820299594906514,b49a3428f07178128bd60df8b2a329efee0c60f80fd079ddc948273ec0cbd99c,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,5,5631187109726496888,6422410484107801135,4021820299594906514,a2352fee45037a55b3162feba292149c15df2a48c48c17bc9411169eae83f39c,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,6,3715033519346956994,1573759167215237805,4021820299594906514,f98025363aff54088c7b19490ee15619f83431fd9351a69726ae26099633b09a,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,7,6944913604379181366,631777230115209026,4021820299594906514,34ea32c4b42a7027773dfff0ecdb76838690fe771b245c93004bf6fa2eae0cd3,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,8,2955470809521212142,77429713072133660,4021820299594906514,ecc6bd9c323ee8200a4fc02c7e30033bcf9e1eb2d3de0eeb4ccec8aa871a1840,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,9,804338275953159966,6841794875789573921,4021820299594906514,feca9148ae94606ea1f8be791216687b0580ebf6c2e2f2d6867cc136847b6f18,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,10,5480142284667979174,8727708544858802435,4021820299594906514,6b279caad73fe13d61abf0183a2dfddb37bef751fca96e9081b4dff4c5549a35,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,11,5188757429016194142,2332530973035826300,4021820299594906514,6679f0acd7bc2df62492cca69efc97ef5a9fb206aef8eba630fbcb43fdf73044,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,12,1656159858508804420,4243580401556244175,4021820299594906514,99457deea3e58b62a8ec26bdaec47fb6c050194695f84c5f4e65f1e5b8ea3e66,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,13,5262684210031018976,7653878758538607006,4021820299594906514,74f826b2207348a5014e7525d4d3de972f460a5eb6bb71a8a45547a1a1b3a51b,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,14,6119280171744482302,5125298401476209323,4021820299594906514,67c3c0ab7b797a2509564bd913a8fa622a73fef2ebfaceb5dad33df7df29b301,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,15,2069248073148062261,1836181468304208467,4021820299594906514,a99692fb86cbd45c570ac024817f8cf20763642f95f54a0362d69c953c6ae101,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,16,1788431287199272537,7062445285843420035,4021820299594906514,60948df2ddecbee4b1ee5e96da52c05a397628d34411bc98789ba7460e795050,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,17,7382982215774305501,3638136847251874159,4021820299594906514,00c24bc2aaf4d72670e17bb5d1eb6dfdbef19da5f758e46eecdab93a45be4a94,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,18,1288616237259505707,1837155009143761073,4021820299594906514,fb76de0b842c3f44a0ec68ffb300bb3d692c000ee315fa6bfd4df550f6f992a5,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,19,5876385328735582546,598164046898625275,4021820299594906514,0577348f61e767ddf394baa25af09f3bccbecce61524c88e85b4b074d77351b7,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,20,8295480716354886232,2307389504999607287,4021820299594906514,1131f84061eadd3650bb1d54482780aed95f26080cb7c0239bb3e6cd3866d847,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,21,3055166044848325550,6109540198597854814,4021820299594906514,b07ffce38ea7af187213ec00758d25c2cd14756a02763d71190b249c8ff9d64a,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,22,208977606067499801,7114666877401417606,4021820299594906514,ceabb1a6eb2607cf914f52466ea2ed0726788a6346d4f356803578b260a53d02,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,23,3632361753561767154,3790879013214479346,4021820299594906514,128cd3b32259d3a19cbc2a0991ff037f62ee3e56c02434af4c5a618096f49d22,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,24,5680412842711601500,8416407947069854568,4021820299594906514,1d2c7c5e8bc1f7d2b41a25f3ba7ad382d1a639a9e26b05d10bf952a86e1cc67a,B2_TWO_TRAJECTORY_MEAN
OpenBMI,0,0,selection,4,25,3204447434437446694,3065451838160109482,4021820299594906514,91883960ba31623196ef11acef4adaa566aa02d0bffb7c832a59bb7f911fba89,B2_TWO_TRAJECTORY_MEAN
