subject,session,session_id,class,label,trial_id,cache_index,shape,dtype,source_file,original_event_index,original_epoch_id,cache_file,label_file
sub-001,ses-01,1,left_hand,0,31,31,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,31,epoch000245,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,32,32,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,32,epoch000248,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,33,33,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,33,epoch000249,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,34,34,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,34,epoch000263,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,35,35,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,35,epoch000280,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,36,36,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,36,epoch000285,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,37,37,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,37,epoch000291,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,38,38,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,38,epoch000313,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,39,39,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,39,epoch000318,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,40,40,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,40,epoch000335,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,41,41,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,41,epoch000336,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,42,42,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,42,epoch000347,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,43,43,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,43,epoch000350,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,44,44,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,44,epoch000361,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,45,45,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,45,epoch000374,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,46,46,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,46,epoch000376,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,47,47,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,47,epoch000378,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,48,48,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,48,epoch000387,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,49,49,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,49,epoch000389,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,50,50,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,50,epoch000392,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,51,51,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,51,epoch000403,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,52,52,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,52,epoch000406,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,53,53,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,53,epoch000409,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,54,54,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,54,epoch000410,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,55,55,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,55,epoch000433,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,56,56,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,56,epoch000435,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,57,57,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,57,epoch000446,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,58,58,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,58,epoch000458,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,59,59,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,59,epoch000471,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,60,60,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,60,epoch000482,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,61,61,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,61,epoch000503,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,62,62,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,62,epoch000513,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,63,63,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,63,epoch000517,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
sub-001,ses-01,1,left_hand,0,64,64,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-001/ses-01/eeg/sub-001_ses-01_task-motorLHand_eeg.vhdr,64,epoch000519,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-001/ses-01_y.npy
