model,task,fold,seed,status,active_rank,rank_PU,rank_Uonly,rank_Ponly,rank_matched
EEGNet,OpenBMI_SSVEP,0,0,ESTIMABLE,20,4,4,4,True
EEGNet,OpenBMI_SSVEP,0,1,ESTIMABLE,20,4,4,4,True
EEGNet,OpenBMI_SSVEP,0,2,ESTIMABLE,20,8,8,8,True
EEGNet,OpenBMI_SSVEP,1,0,ESTIMABLE,20,8,8,8,True
EEGNet,OpenBMI_SSVEP,1,1,ESTIMABLE,20,12,12,12,True
EEGNet,OpenBMI_SSVEP,1,2,ESTIMABLE,20,4,4,4,True
EEGNet,OpenBMI_SSVEP,2,0,ESTIMABLE,20,4,4,4,True
EEGNet,OpenBMI_SSVEP,2,1,ESTIMABLE,20,4,4,4,True
EEGNet,OpenBMI_SSVEP,2,2,ESTIMABLE,20,8,8,8,True
EEGNet,OpenBMI_SSVEP,3,0,ESTIMABLE,20,8,8,8,True
EEGNet,OpenBMI_SSVEP,3,1,ESTIMABLE,20,4,4,4,True
EEGNet,OpenBMI_SSVEP,3,2,ESTIMABLE,20,8,8,8,True
EEGNet,OpenBMI_SSVEP,4,0,ESTIMABLE,20,8,8,8,True
EEGNet,OpenBMI_SSVEP,4,1,ESTIMABLE,20,8,8,8,True
EEGNet,OpenBMI_SSVEP,4,2,ESTIMABLE,20,9,9,9,True
EEGNet,WBCIC_MI,0,0,ESTIMABLE,20,2,2,2,True
EEGNet,WBCIC_MI,0,1,ESTIMABLE,20,1,1,1,True
EEGNet,WBCIC_MI,0,2,ESTIMABLE,20,3,3,3,True
EEGNet,WBCIC_MI,1,0,ESTIMABLE,20,2,2,2,True
EEGNet,WBCIC_MI,1,1,ESTIMABLE,20,2,2,2,True
EEGNet,WBCIC_MI,1,2,ESTIMABLE,20,2,2,2,True
EEGNet,WBCIC_MI,2,0,ESTIMABLE,20,3,3,3,True
EEGNet,WBCIC_MI,2,1,ESTIMABLE,20,3,3,3,True
EEGNet,WBCIC_MI,2,2,ESTIMABLE,20,4,4,4,True
EEGNet,WBCIC_MI,3,0,ESTIMABLE,20,2,2,2,True
EEGNet,WBCIC_MI,3,1,ESTIMABLE,20,1,1,1,True
EEGNet,WBCIC_MI,3,2,ESTIMABLE,20,1,1,1,True
EEGNet,WBCIC_MI,4,0,ESTIMABLE,20,1,1,1,True
EEGNet,WBCIC_MI,4,1,ESTIMABLE,20,2,2,2,True
EEGNet,WBCIC_MI,4,2,ESTIMABLE,20,3,3,3,True
CBraMod,OpenBMI_MI,0,0,EMPTY_PU,17,0,0,0,True
CBraMod,OpenBMI_MI,0,1,ESTIMABLE,20,4,4,4,True
CBraMod,OpenBMI_MI,0,2,EMPTY_PU,17,0,0,0,True
CBraMod,OpenBMI_MI,1,0,ESTIMABLE,15,4,4,4,True
CBraMod,OpenBMI_MI,1,1,EMPTY_PU,14,0,0,0,True
CBraMod,OpenBMI_MI,1,2,ESTIMABLE,20,4,4,4,True
CBraMod,OpenBMI_MI,2,0,EMPTY_PU,4,0,0,0,True
CBraMod,OpenBMI_MI,2,1,EMPTY_PU,9,0,0,0,True
CBraMod,OpenBMI_MI,2,2,EMPTY_PU,9,0,0,0,True
CBraMod,OpenBMI_MI,3,0,ESTIMABLE,6,4,4,4,True
CBraMod,OpenBMI_MI,3,1,ESTIMABLE,5,4,4,4,True
CBraMod,OpenBMI_MI,3,2,EMPTY_PU,16,0,0,0,True
CBraMod,OpenBMI_MI,4,0,ESTIMABLE,8,4,4,4,True
CBraMod,OpenBMI_MI,4,1,EMPTY_PU,13,0,0,0,True
CBraMod,OpenBMI_MI,4,2,EMPTY_PU,6,0,0,0,True
CBraMod,OpenBMI_ERP,0,0,ESTIMABLE,18,4,4,4,True
CBraMod,OpenBMI_ERP,0,1,ESTIMABLE,19,5,5,5,True
CBraMod,OpenBMI_ERP,0,2,ESTIMABLE,20,8,8,8,True
CBraMod,OpenBMI_ERP,1,0,EMPTY_PU,15,0,0,0,True
CBraMod,OpenBMI_ERP,1,1,ESTIMABLE,18,4,4,4,True
CBraMod,OpenBMI_ERP,1,2,ESTIMABLE,16,4,4,4,True
CBraMod,OpenBMI_ERP,2,0,ESTIMABLE,15,5,5,5,True
CBraMod,OpenBMI_ERP,2,1,EMPTY_PU,20,0,0,0,True
CBraMod,OpenBMI_ERP,2,2,EMPTY_PU,15,0,0,0,True
CBraMod,OpenBMI_ERP,3,0,ESTIMABLE,20,4,4,4,True
CBraMod,OpenBMI_ERP,3,1,ESTIMABLE,20,4,4,4,True
CBraMod,OpenBMI_ERP,3,2,ESTIMABLE,20,9,9,9,True
CBraMod,OpenBMI_ERP,4,0,ESTIMABLE,17,4,4,4,True
CBraMod,OpenBMI_ERP,4,1,ESTIMABLE,12,4,4,4,True
CBraMod,OpenBMI_ERP,4,2,ESTIMABLE,17,4,4,4,True
CBraMod,OpenBMI_SSVEP,0,0,EMPTY_PU,5,0,0,0,True
CBraMod,OpenBMI_SSVEP,0,1,ESTIMABLE,4,3,3,3,True
CBraMod,OpenBMI_SSVEP,0,2,ESTIMABLE,5,4,4,4,True
CBraMod,OpenBMI_SSVEP,1,0,EMPTY_PU,6,0,0,0,True
CBraMod,OpenBMI_SSVEP,1,1,EMPTY_PU,7,0,0,0,True
CBraMod,OpenBMI_SSVEP,1,2,ESTIMABLE,7,3,3,3,True
CBraMod,OpenBMI_SSVEP,2,0,EMPTY_PU,7,0,0,0,True
CBraMod,OpenBMI_SSVEP,2,1,ESTIMABLE,5,3,3,3,True
CBraMod,OpenBMI_SSVEP,2,2,EMPTY_PU,6,0,0,0,True
CBraMod,OpenBMI_SSVEP,3,0,EMPTY_PU,5,0,0,0,True
CBraMod,OpenBMI_SSVEP,3,1,ESTIMABLE,5,4,4,4,True
CBraMod,OpenBMI_SSVEP,3,2,ESTIMABLE,7,2,2,2,True
CBraMod,OpenBMI_SSVEP,4,0,ESTIMABLE,4,3,3,3,True
CBraMod,OpenBMI_SSVEP,4,1,ESTIMABLE,5,3,3,3,True
CBraMod,OpenBMI_SSVEP,4,2,EMPTY_PU,8,0,0,0,True
CBraMod,WBCIC_MI,0,0,EMPTY_PU,4,0,0,0,True
CBraMod,WBCIC_MI,0,1,ESTIMABLE,5,4,4,4,True
CBraMod,WBCIC_MI,0,2,ESTIMABLE,6,4,4,4,True
CBraMod,WBCIC_MI,1,0,ESTIMABLE,8,4,4,4,True
CBraMod,WBCIC_MI,1,1,ESTIMABLE,5,4,4,4,True
CBraMod,WBCIC_MI,1,2,PROTOCOL_INVALID_ACTIVE_RANK,,0,0,0,True
CBraMod,WBCIC_MI,2,0,ESTIMABLE,5,4,4,4,True
CBraMod,WBCIC_MI,2,1,ESTIMABLE,6,1,1,1,True
CBraMod,WBCIC_MI,2,2,EMPTY_PU,4,0,0,0,True
CBraMod,WBCIC_MI,3,0,ESTIMABLE,5,4,4,4,True
CBraMod,WBCIC_MI,3,1,ESTIMABLE,7,4,4,4,True
CBraMod,WBCIC_MI,3,2,ESTIMABLE,6,4,4,4,True
CBraMod,WBCIC_MI,4,0,PROTOCOL_INVALID_ACTIVE_RANK,,0,0,0,True
CBraMod,WBCIC_MI,4,1,PROTOCOL_INVALID_ACTIVE_RANK,,0,0,0,True
CBraMod,WBCIC_MI,4,2,ESTIMABLE,5,1,1,1,True
TeCh,OpenBMI_MI,0,0,ESTIMABLE,18,4,4,4,True
TeCh,OpenBMI_MI,0,1,ESTIMABLE,17,4,4,4,True
TeCh,OpenBMI_MI,0,2,ESTIMABLE,19,4,4,4,True
TeCh,OpenBMI_MI,1,0,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_MI,1,1,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_MI,1,2,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_MI,2,0,ESTIMABLE,18,8,8,8,True
TeCh,OpenBMI_MI,2,1,EMPTY_PU,15,0,0,0,True
TeCh,OpenBMI_MI,2,2,ESTIMABLE,17,4,4,4,True
TeCh,OpenBMI_MI,3,0,ESTIMABLE,18,4,4,4,True
TeCh,OpenBMI_MI,3,1,ESTIMABLE,17,4,4,4,True
TeCh,OpenBMI_MI,3,2,ESTIMABLE,17,4,4,4,True
TeCh,OpenBMI_MI,4,0,ESTIMABLE,17,4,4,4,True
TeCh,OpenBMI_MI,4,1,ESTIMABLE,15,4,4,4,True
TeCh,OpenBMI_MI,4,2,ESTIMABLE,15,4,4,4,True
TeCh,OpenBMI_ERP,0,0,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,0,1,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_ERP,0,2,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,1,0,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,1,1,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,1,2,ESTIMABLE,20,7,7,7,True
TeCh,OpenBMI_ERP,2,0,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_ERP,2,1,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_ERP,2,2,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,3,0,ESTIMABLE,20,7,7,7,True
TeCh,OpenBMI_ERP,3,1,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,3,2,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_ERP,4,0,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,4,1,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_ERP,4,2,ESTIMABLE,20,6,6,6,True
TeCh,OpenBMI_SSVEP,0,0,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_SSVEP,0,1,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,0,2,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,1,0,ESTIMABLE,20,12,12,12,True
TeCh,OpenBMI_SSVEP,1,1,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,1,2,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,2,0,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_SSVEP,2,1,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_SSVEP,2,2,ESTIMABLE,20,4,4,4,True
TeCh,OpenBMI_SSVEP,3,0,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,3,1,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,3,2,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,4,0,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,4,1,ESTIMABLE,20,8,8,8,True
TeCh,OpenBMI_SSVEP,4,2,ESTIMABLE,20,8,8,8,True
TeCh,WBCIC_MI,0,0,ESTIMABLE,7,4,4,4,True
TeCh,WBCIC_MI,0,1,ESTIMABLE,8,2,2,2,True
TeCh,WBCIC_MI,0,2,ESTIMABLE,9,4,4,4,True
TeCh,WBCIC_MI,1,0,ESTIMABLE,20,4,4,4,True
TeCh,WBCIC_MI,1,1,ESTIMABLE,20,8,8,8,True
TeCh,WBCIC_MI,1,2,ESTIMABLE,18,4,4,4,True
TeCh,WBCIC_MI,2,0,ESTIMABLE,20,8,8,8,True
TeCh,WBCIC_MI,2,1,ESTIMABLE,20,4,4,4,True
TeCh,WBCIC_MI,2,2,ESTIMABLE,17,8,8,8,True
TeCh,WBCIC_MI,3,0,ESTIMABLE,7,4,4,4,True
TeCh,WBCIC_MI,3,1,ESTIMABLE,10,3,3,3,True
TeCh,WBCIC_MI,3,2,ESTIMABLE,8,4,4,4,True
TeCh,WBCIC_MI,4,0,ESTIMABLE,20,4,4,4,True
TeCh,WBCIC_MI,4,1,ESTIMABLE,17,8,8,8,True
TeCh,WBCIC_MI,4,2,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_MI,0,0,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_MI,0,1,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_MI,0,2,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_MI,1,0,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_MI,1,1,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_MI,1,2,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_MI,2,0,ESTIMABLE,20,1,1,1,True
ModernTCN,OpenBMI_MI,2,1,ESTIMABLE,20,1,1,1,True
ModernTCN,OpenBMI_MI,2,2,ESTIMABLE,20,1,1,1,True
ModernTCN,OpenBMI_MI,3,0,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_MI,3,1,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_MI,3,2,ESTIMABLE,20,1,1,1,True
ModernTCN,OpenBMI_MI,4,0,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_MI,4,1,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_MI,4,2,EMPTY_PU,20,0,0,0,True
ModernTCN,OpenBMI_ERP,0,0,ESTIMABLE,20,2,2,2,True
ModernTCN,OpenBMI_ERP,0,1,ESTIMABLE,20,2,2,2,True
ModernTCN,OpenBMI_ERP,0,2,ESTIMABLE,20,2,2,2,True
ModernTCN,OpenBMI_ERP,1,0,ESTIMABLE,20,3,3,3,True
ModernTCN,OpenBMI_ERP,1,1,ESTIMABLE,20,3,3,3,True
ModernTCN,OpenBMI_ERP,1,2,ESTIMABLE,20,7,7,7,True
ModernTCN,OpenBMI_ERP,2,0,ESTIMABLE,20,1,1,1,True
ModernTCN,OpenBMI_ERP,2,1,ESTIMABLE,20,3,3,3,True
ModernTCN,OpenBMI_ERP,2,2,ESTIMABLE,20,2,2,2,True
ModernTCN,OpenBMI_ERP,3,0,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_ERP,3,1,ESTIMABLE,20,5,5,5,True
ModernTCN,OpenBMI_ERP,3,2,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_ERP,4,0,ESTIMABLE,20,10,10,10,True
ModernTCN,OpenBMI_ERP,4,1,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_ERP,4,2,ESTIMABLE,20,2,2,2,True
ModernTCN,OpenBMI_SSVEP,0,0,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_SSVEP,0,1,ESTIMABLE,20,6,6,6,True
ModernTCN,OpenBMI_SSVEP,0,2,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_SSVEP,1,0,ESTIMABLE,20,3,3,3,True
ModernTCN,OpenBMI_SSVEP,1,1,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_SSVEP,1,2,ESTIMABLE,20,3,3,3,True
ModernTCN,OpenBMI_SSVEP,2,0,ESTIMABLE,20,5,5,5,True
ModernTCN,OpenBMI_SSVEP,2,1,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_SSVEP,2,2,ESTIMABLE,20,3,3,3,True
ModernTCN,OpenBMI_SSVEP,3,0,ESTIMABLE,20,7,7,7,True
ModernTCN,OpenBMI_SSVEP,3,1,ESTIMABLE,20,5,5,5,True
ModernTCN,OpenBMI_SSVEP,3,2,ESTIMABLE,20,7,7,7,True
ModernTCN,OpenBMI_SSVEP,4,0,ESTIMABLE,20,4,4,4,True
ModernTCN,OpenBMI_SSVEP,4,1,ESTIMABLE,20,3,3,3,True
ModernTCN,OpenBMI_SSVEP,4,2,ESTIMABLE,20,3,3,3,True
ModernTCN,WBCIC_MI,0,0,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,0,1,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,0,2,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,1,0,ESTIMABLE,20,4,4,4,True
ModernTCN,WBCIC_MI,1,1,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,1,2,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,2,0,ESTIMABLE,20,1,1,1,True
ModernTCN,WBCIC_MI,2,1,ESTIMABLE,20,2,2,2,True
ModernTCN,WBCIC_MI,2,2,ESTIMABLE,20,1,1,1,True
ModernTCN,WBCIC_MI,3,0,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,3,1,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,3,2,EMPTY_PU,20,0,0,0,True
ModernTCN,WBCIC_MI,4,0,ESTIMABLE,20,1,1,1,True
ModernTCN,WBCIC_MI,4,1,ESTIMABLE,20,2,2,2,True
ModernTCN,WBCIC_MI,4,2,ESTIMABLE,20,5,5,5,True
Medformer,OpenBMI_MI,0,0,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_MI,0,1,ESTIMABLE,20,3,3,3,True
Medformer,OpenBMI_MI,0,2,ESTIMABLE,20,3,3,3,True
Medformer,OpenBMI_MI,1,0,ESTIMABLE,20,3,3,3,True
Medformer,OpenBMI_MI,1,1,ESTIMABLE,20,2,2,2,True
Medformer,OpenBMI_MI,1,2,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_MI,2,0,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_MI,2,1,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_MI,2,2,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_MI,3,0,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_MI,3,1,ESTIMABLE,20,3,3,3,True
Medformer,OpenBMI_MI,3,2,ESTIMABLE,20,2,2,2,True
Medformer,OpenBMI_MI,4,0,ESTIMABLE,20,2,2,2,True
Medformer,OpenBMI_MI,4,1,ESTIMABLE,20,3,3,3,True
Medformer,OpenBMI_MI,4,2,ESTIMABLE,20,5,5,5,True
Medformer,OpenBMI_ERP,0,0,ESTIMABLE,20,5,5,5,True
Medformer,OpenBMI_ERP,0,1,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_ERP,0,2,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_ERP,1,0,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_ERP,1,1,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_ERP,1,2,ESTIMABLE,20,9,9,9,True
Medformer,OpenBMI_ERP,2,0,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_ERP,2,1,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_ERP,2,2,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_ERP,3,0,ESTIMABLE,20,5,5,5,True
Medformer,OpenBMI_ERP,3,1,EMPTY_PU,20,0,0,0,True
Medformer,OpenBMI_ERP,3,2,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_ERP,4,0,ESTIMABLE,20,6,6,6,True
Medformer,OpenBMI_ERP,4,1,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_ERP,4,2,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,0,0,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,0,1,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,0,2,ESTIMABLE,20,7,7,7,True
Medformer,OpenBMI_SSVEP,1,0,ESTIMABLE,20,6,6,6,True
Medformer,OpenBMI_SSVEP,1,1,ESTIMABLE,20,7,7,7,True
Medformer,OpenBMI_SSVEP,1,2,ESTIMABLE,20,7,7,7,True
Medformer,OpenBMI_SSVEP,2,0,ESTIMABLE,20,6,6,6,True
Medformer,OpenBMI_SSVEP,2,1,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,2,2,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,3,0,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,3,1,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_SSVEP,3,2,ESTIMABLE,20,4,4,4,True
Medformer,OpenBMI_SSVEP,4,0,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,4,1,ESTIMABLE,20,8,8,8,True
Medformer,OpenBMI_SSVEP,4,2,ESTIMABLE,20,8,8,8,True
Medformer,WBCIC_MI,0,0,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,0,1,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,0,2,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,1,0,ESTIMABLE,20,2,2,2,True
Medformer,WBCIC_MI,1,1,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,1,2,ESTIMABLE,20,1,1,1,True
Medformer,WBCIC_MI,2,0,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,2,1,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,2,2,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,3,0,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,3,1,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,3,2,EMPTY_PU,20,0,0,0,True
Medformer,WBCIC_MI,4,0,ESTIMABLE,20,4,4,4,True
Medformer,WBCIC_MI,4,1,ESTIMABLE,20,3,3,3,True
Medformer,WBCIC_MI,4,2,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_MI,0,0,ESTIMABLE,20,1,1,1,True
EEGConformer,OpenBMI_MI,0,1,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,20,3,3,3,True
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_MI,2,0,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_MI,2,1,ESTIMABLE,20,7,7,7,True
EEGConformer,OpenBMI_MI,2,2,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_MI,3,0,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_MI,3,1,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_MI,3,2,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_MI,4,0,ESTIMABLE,20,3,3,3,True
EEGConformer,OpenBMI_MI,4,1,ESTIMABLE,20,6,6,6,True
EEGConformer,OpenBMI_MI,4,2,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_ERP,0,0,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,0,1,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_ERP,0,2,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_ERP,1,0,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_ERP,1,1,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,1,2,ESTIMABLE,20,9,9,9,True
EEGConformer,OpenBMI_ERP,2,0,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,2,1,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,2,2,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_ERP,3,0,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,3,1,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_ERP,3,2,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,4,0,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,4,1,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_ERP,4,2,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_SSVEP,0,0,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_SSVEP,0,1,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_SSVEP,0,2,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_SSVEP,1,0,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_SSVEP,1,1,ESTIMABLE,20,4,4,4,True
EEGConformer,OpenBMI_SSVEP,1,2,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_SSVEP,2,0,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_SSVEP,2,1,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_SSVEP,2,2,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_SSVEP,3,0,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_SSVEP,3,1,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_SSVEP,3,2,ESTIMABLE,20,7,7,7,True
EEGConformer,OpenBMI_SSVEP,4,0,ESTIMABLE,20,5,5,5,True
EEGConformer,OpenBMI_SSVEP,4,1,ESTIMABLE,20,8,8,8,True
EEGConformer,OpenBMI_SSVEP,4,2,ESTIMABLE,20,5,5,5,True
EEGConformer,WBCIC_MI,0,0,ESTIMABLE,20,2,2,2,True
EEGConformer,WBCIC_MI,0,1,ESTIMABLE,20,4,4,4,True
EEGConformer,WBCIC_MI,0,2,EMPTY_PU,20,0,0,0,True
