task,fold,seed,checkpoint_path,source_checkpoint_path,checkpoint_sha256,selected_epoch,split_sha256,source_commit,source_commit_kind,canonical_model_source_sha256,strict_state_load,normalization_preprocessing_provenance
OpenBMI_SSVEP,0,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_SSVEP\fold0_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed0_litebn/selected_best.pt,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2,31,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_SSVEP,1,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_SSVEP\fold1_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed0_litebn/selected_best.pt,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91,17,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_SSVEP,2,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_SSVEP\fold2_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed0_litebn/selected_best.pt,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,45,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_SSVEP,3,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_SSVEP\fold3_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed0_litebn/selected_best.pt,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,47,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_SSVEP,4,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_SSVEP\fold4_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed0_litebn/selected_best.pt,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,31,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
WBCIC_MI,0,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\WBCIC_MI\fold0_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed0_litebn/selected_best.pt,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,58,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
WBCIC_MI,1,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\WBCIC_MI\fold1_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed0_litebn/selected_best.pt,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,59,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
WBCIC_MI,2,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\WBCIC_MI\fold2_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed0_litebn/selected_best.pt,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,42,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
WBCIC_MI,3,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\WBCIC_MI\fold3_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed0_litebn/selected_best.pt,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,36,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
WBCIC_MI,4,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\WBCIC_MI\fold4_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed0_litebn/selected_best.pt,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,51,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
