task,subject_id,session,trials,signal_path,label_path,signal_shape,signal_dtype,label_dtype
OpenBMI_MI,42,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_MI,51,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_MI,51,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_MI,54,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_MI,54,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_ERP,4,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,4,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,12,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,12,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,13,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,13,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,17,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,17,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,18,S1,1979,canonical OpenBMI cache,canonical OpenBMI cache,1979x62x250,float32,canonical mapped integer
OpenBMI_ERP,18,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,24,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,24,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,25,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,25,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,29,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,29,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,36,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,36,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,37,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,37,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,39,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,39,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,42,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,42,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,51,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,51,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,54,S1,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_ERP,54,S2,1980,canonical OpenBMI cache,canonical OpenBMI cache,1980x62x250,float32,canonical mapped integer
OpenBMI_SSVEP,4,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,4,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,12,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,12,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,13,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,13,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,17,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,17,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,18,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,18,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,24,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,24,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,25,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,25,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,29,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,29,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,36,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,36,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,37,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,37,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,39,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,39,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,42,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,42,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,51,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,51,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,54,S1,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
OpenBMI_SSVEP,54,S2,100,canonical OpenBMI cache,canonical OpenBMI cache,100x62x1000,float32,canonical mapped integer
WBCIC_MI,sub-4,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-4/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-4/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-4,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-4/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-4/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-4,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-4/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-4/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-8,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-8/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-8/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-8,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-8/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-8/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-8,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-8/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-8/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-10,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-10/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-10/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-10,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-10/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-10/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-10,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-10/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-10/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-15,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-15/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-15/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-15,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-15/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-15/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-15,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-15/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-15/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-20,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-20/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-20/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-20,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-20/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-20/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-20,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-20/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-20/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-39,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-39/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-39/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-39,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-39/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-39/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-39,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-39/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-39/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-40,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-40/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-40/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-40,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-40/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-40/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-40,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-40/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-40/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-43,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-43/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-43/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-43,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-43/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-43/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-43,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-43/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-43/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-46,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-46/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-46/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-46,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-46/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-46/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-46,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-46/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-46/ses-2_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-51,S0,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-51/ses-0_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-51/ses-0_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-51,S1,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-51/ses-1_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-51/ses-1_labels.npy,200x58x1000,float16,int8
WBCIC_MI,sub-51,S2,200,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-51/ses-2_epochs.npy,/root/rivermind-data/persist_eeg_cache/wbcic_true_outer_v1/wbcic_epochs/sub-51/ses-2_labels.npy,200x58x1000,float16,int8
