task,model,fold,seed,path,sha256
OpenBMI_MI,TFFormer,4,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/fold4/selected.pt,38558da55940fd63e1246aeb75a5b154c407b974c4a0918983747bbb63581ece
OpenBMI_MI,LiteBN,4,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed2_litebn/selected_best.pt,70f60a29a0c677d606342a7d35aabee8a3e11d7edd6976be8fa4638397a3b398
OpenBMI_MI,TFFormer,4,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/fold4/selected.pt,bd336fe68cf3e85c74298d1b5db38d2c32897e04fdb9e2d279c1041607326c0f
OpenBMI_ERP,LiteBN,0,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b
OpenBMI_ERP,TFFormer,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_ERP/fold0/selected.pt,f58d9fc91d70cc9bd266d5de44e8af8e9093c09a250fb102aaa5ee393f0682b4
OpenBMI_ERP,LiteBN,0,1,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed1_litebn/selected_best.pt,2c055d28017de05dcf2d6dfb713fc88ff6b27510d826573e2341be37cb7e40aa
OpenBMI_ERP,TFFormer,0,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_ERP/fold0/selected.pt,2fbe95c32a0574306e4fb10808fa0b6840ca595402ed688265f991a7edce739f
OpenBMI_ERP,LiteBN,0,2,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed2_litebn/selected_best.pt,04288c565ee6e57f5b8b89e8edf5ecb54d6385316c6f86247527b422fbf76464
OpenBMI_ERP,TFFormer,0,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold0/selected.pt,604814a945664131787846f27b628f160dbf58e3c9a0bfeeb2bff62fa0f140a7
OpenBMI_ERP,LiteBN,1,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a
OpenBMI_ERP,TFFormer,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_ERP/fold1/selected.pt,959a5974123899ee9d4600b48ae5aeefaf9f4fbf06f71099a64873742c78e7ef
OpenBMI_ERP,LiteBN,1,1,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed1_litebn/selected_best.pt,edb5e38a084b4b4359d005da7791c226e0705b769c6e5e46038ff7f5ba8d9ad1
OpenBMI_ERP,TFFormer,1,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_ERP/fold1/selected.pt,7b493939a9dd3f81ee45124c29b0fea4ad50d9a97b1d8ba23ffefe43a784bfe0
OpenBMI_ERP,LiteBN,1,2,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed2_litebn/selected_best.pt,85dbd0cb3c66d8467b644bb0cf2b54bb077c73165640197af4adfb5011d13f30
OpenBMI_ERP,TFFormer,1,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold1/selected.pt,5be718066bbd47968287a0bfb0201ddb1071015bbae6e89393567e2726faaac0
OpenBMI_ERP,LiteBN,2,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6
OpenBMI_ERP,TFFormer,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_ERP/fold2/selected.pt,130eb33e468f1eaf651359ef5f98ed8747eee0e2512d058c846b36fad47e29e0
OpenBMI_ERP,LiteBN,2,1,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed1_litebn/selected_best.pt,4624b15943e37715aaa45834d6e04a07e290355a7ec552a795bd1dd345bc0f68
OpenBMI_ERP,TFFormer,2,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_ERP/fold2/selected.pt,7dbe5398b6c599c2bdcd50147d2b797e034b25bf9424b962aa621b6cf9048e45
OpenBMI_ERP,LiteBN,2,2,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed2_litebn/selected_best.pt,aa168f76641064430e56b6e494241204c49dd44adf75f26fd74bc076efef0d1b
OpenBMI_ERP,TFFormer,2,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold2/selected.pt,d61195d8f41707859d8834ca3014b380552a997186e140a5972553c040e3c9a8
OpenBMI_ERP,LiteBN,3,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed0_litebn/selected_best.pt,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6
OpenBMI_ERP,TFFormer,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_ERP/fold3/selected.pt,1d4c9e7c1d7321e7876aebce26e8d83d85b621ae75bfe73ad8ea21ad06bd77c9
OpenBMI_ERP,LiteBN,3,1,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed1_litebn/selected_best.pt,78c3e60a5415db83b1f3ad07e6abf15072aa74126ecaa58a978264db280106bc
OpenBMI_ERP,TFFormer,3,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_ERP/fold3/selected.pt,0ed72518c1dca0daf37c37a178e49d7547d001c6021ecfb97698d69eb3b2b081
OpenBMI_ERP,LiteBN,3,2,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed2_litebn/selected_best.pt,961f01f46652040f19a99899ea89c27a5b30a5f030dc72d2509e27440dedd17b
OpenBMI_ERP,TFFormer,3,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold3/selected.pt,0fe72f5044b1c4b50db28114fba07aed474c667e24cb7f02c8d8068b701a2631
OpenBMI_ERP,LiteBN,4,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed0_litebn/selected_best.pt,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b
OpenBMI_ERP,TFFormer,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_ERP/fold4/selected.pt,e3bfe4293e28bb98064883f3a0484624f1d6865c8d4ff6da05e7a2758271b747
OpenBMI_ERP,LiteBN,4,1,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed1_litebn/selected_best.pt,ff5185637d17609dd2a56011430ebecad9c0686b6d5124579fcaa39092b63adf
OpenBMI_ERP,TFFormer,4,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_ERP/fold4/selected.pt,99ffdccc927c4c86ebc5dd76f6dfeb16359f09df96599b7871b60bac3ab9f978
OpenBMI_ERP,LiteBN,4,2,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed2_litebn/selected_best.pt,294c2890d151d117c89b1017da54ea9e5085acaea10affac678b22ea8fe0bd9d
OpenBMI_ERP,TFFormer,4,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold4/selected.pt,bf066662ba07e2de05ea4c6f0636243032d0dc79bb5c780cfcfdf3a8f7891666
OpenBMI_SSVEP,LiteBN,0,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed0_litebn/selected_best.pt,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2
OpenBMI_SSVEP,TFFormer,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold0.pt,50a6344675f7cb3c25cc440f46d12fa6c22c838af7ced6a86da2cdbf98a856da
OpenBMI_SSVEP,LiteBN,0,1,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed1_litebn/selected_best.pt,e61c4f1f112574fd1a460254039c8b4c13234cb3c75645693cf0ae62cdcf6926
OpenBMI_SSVEP,TFFormer,0,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_SSVEP/fold0/selected.pt,05fdfe9714470d89aae36c78b8f650f9bf2c8ceb3e4e2cb0317dc2cf887dc2ed
OpenBMI_SSVEP,LiteBN,0,2,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed2_litebn/selected_best.pt,4b1abc8d058923037747971e496a78302b38cdbbb51fd0da0fae5e1912f8a02d
OpenBMI_SSVEP,TFFormer,0,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold0/selected.pt,7f7b8eaac9fc891feb379926961673269075fba657e08aabdf9b80956124cb5c
OpenBMI_SSVEP,LiteBN,1,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed0_litebn/selected_best.pt,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91
OpenBMI_SSVEP,TFFormer,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold1.pt,1c4c9c3a4d11d0985a0bb39020c3bf9cb986004d383b68334ff24791623821b4
OpenBMI_SSVEP,LiteBN,1,1,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed1_litebn/selected_best.pt,84b5b312c4209367704fd2f4e1be73155d097776ff7baf5c545009e7cb69618c
OpenBMI_SSVEP,TFFormer,1,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_SSVEP/fold1/selected.pt,df1019d2bb179c72a7b2d8519e71f3d73827916dfe064be8bd9a18e33369cc85
OpenBMI_SSVEP,LiteBN,1,2,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed2_litebn/selected_best.pt,c6c4883399cfa19869ca35f7c395944c41d4934b00e6df608afdca3fa6216839
OpenBMI_SSVEP,TFFormer,1,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold1/selected.pt,1e541547cd144d84b369a2da438d4b8808048ad08074e11c6372e4ddcab9ef4e
OpenBMI_SSVEP,LiteBN,2,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed0_litebn/selected_best.pt,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8
OpenBMI_SSVEP,TFFormer,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold2.pt,4fa2601799a5c6ae26b36213abc3903301fbe612b3cc8fbfe4c11be81d7c81e2
OpenBMI_SSVEP,LiteBN,2,1,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed1_litebn/selected_best.pt,a80a9b6222ac82a01beb89f1e1e615dedc7af9a675db9744112dd89ca5a7f851
OpenBMI_SSVEP,TFFormer,2,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_SSVEP/fold2/selected.pt,f48b224412e23dd3bc2d39adde08a91667d140c618b611fd0330b81b547266e2
OpenBMI_SSVEP,LiteBN,2,2,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed2_litebn/selected_best.pt,79f8b752646e0b09ebc5425de5e70e1dfd92f983d805c088789f248690240b41
OpenBMI_SSVEP,TFFormer,2,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold2/selected.pt,528a7b56d2c153c96d4bc22cf5f2862123da6fbe29ad952bec1028b306261eb9
OpenBMI_SSVEP,LiteBN,3,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed0_litebn/selected_best.pt,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0
OpenBMI_SSVEP,TFFormer,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold3.pt,411ec866eff4801525f736ca0dcaf09a15ab6695a9f1802250f570c6505985d7
OpenBMI_SSVEP,LiteBN,3,1,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed1_litebn/selected_best.pt,60c9a370307cd851418dad3c0bb316bf33548eca5f9e32093a37ff1421b0b816
OpenBMI_SSVEP,TFFormer,3,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_SSVEP/fold3/selected.pt,2af072549344d96ff5f4add335622d0b32c8c5143ef45bdeedaac6ad06fcb314
OpenBMI_SSVEP,LiteBN,3,2,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed2_litebn/selected_best.pt,f38355eaa66885186d51b5a22615c2bc93082f6bc49af3605c18399c860b3169
OpenBMI_SSVEP,TFFormer,3,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold3/selected.pt,5b03d94af9f0d83e9c015ebbbf0801d5ecb22d5cfe37644712929e1a9008d916
OpenBMI_SSVEP,LiteBN,4,0,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed0_litebn/selected_best.pt,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273
OpenBMI_SSVEP,TFFormer,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold4.pt,8e696c7ff23a9d8db2bab9489644ededcc219009c6b2b760533fd8fcbc321f50
OpenBMI_SSVEP,LiteBN,4,1,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed1_litebn/selected_best.pt,3f9605a7aff9ccbdae7eaa56a267de3a13ba5fb3075363abcadd32ca9f22e699
OpenBMI_SSVEP,TFFormer,4,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_SSVEP/fold4/selected.pt,bb6e446ff18c682af70e5a445dd69f1f9f1910c33a99f5c33374584259d43d72
OpenBMI_SSVEP,LiteBN,4,2,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed2_litebn/selected_best.pt,e9576667d327dbdc9ff9e04b7cb1ab6e7317628fa190a65b16bf8b817a7c855a
OpenBMI_SSVEP,TFFormer,4,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold4/selected.pt,6aaec0004b8784dc2443d0226a39066f8950ae8d6b1bd7040d1227db55af1f32
WBCIC_MI,LiteBN,0,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed0_litebn/selected_best.pt,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267
WBCIC_MI,TFFormer,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/WBCIC_MI/fold0/selected.pt,10f38b272e2bb26b3274dc27cc2b9d828f9408a867f38e6ef54fb09affbd5ade
WBCIC_MI,LiteBN,0,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed1_litebn/selected_best.pt,e737917659b3d7bbb46e9b602501067e69e359a1b818ba1b7f47b004853f057f
WBCIC_MI,TFFormer,0,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/fold0/selected.pt,8d655d5ede2e39811c24b1030c5f4326bd613a22f6df63f595320ec0933d5e18
WBCIC_MI,LiteBN,0,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed2_litebn/selected_best.pt,e0794525f56f19aabee361e2d06bbf49fd4dfce04e553ceb89f89064002c0891
WBCIC_MI,TFFormer,0,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold0/selected.pt,7cf2a423685feb24ad9ecad5982fdf9079d14a5a2c81f0ac19ed8bb67999b00c
WBCIC_MI,LiteBN,1,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed0_litebn/selected_best.pt,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f
WBCIC_MI,TFFormer,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/WBCIC_MI/fold1/selected.pt,dfa58ac5f4b1641727679abfa2c17b52db46fae453a12a47d0ac6aa267bf6f2e
WBCIC_MI,LiteBN,1,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed1_litebn/selected_best.pt,80b0ebbc3f359410e635e8ac04ebded1998e6ca19c83340b068d0c5520721f69
WBCIC_MI,TFFormer,1,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/fold1/selected.pt,922dbec46ab7055ab289c6de8ba4f9e4264c348af3cae5c12b33131686c77ebf
WBCIC_MI,LiteBN,1,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed2_litebn/selected_best.pt,d52c744296da8f3b93cc2e0667385e919c46843d3079eb8e5748140055af8c97
WBCIC_MI,TFFormer,1,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold1/selected.pt,91e30667c8957d4aa40452120b083a3d15c9868eb4dc6a643c154f19e3c859ed
